software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules
EJBCA,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (via Bouncy Castle),PKI software with PQC support via Bouncy Castle integration. Can issue X.509 certificates with quantum-resistant signatures (ML-DSA) and support hybrid certificate chains.,Open Source,LGPL/Enterprise,9.x,2025,Yes (Enterprise),Critical,Linux Windows Docker Kubernetes,All industries,https://www.ejbca.org/,https://github.com/Keyfactor/ejbca-ce,Enterprise PKI and Certificate Authority software. Supports X.509 CMP SCEP EST ACME protocols.,Community/Commercial,Verified,2026-02-13,"assess,migrate",pki-workshop;merkle-tree-certs
DigiCert Trust Lifecycle Manager,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (Hybrid PQC Certificates ML-DSA),PQC pioneer with hybrid certificate issuance capabilities. Supports hybrid X.509 certificates combining classical RSA/ECDSA with ML-DSA signatures. PQC certificate testing environment available. Automated discovery of quantum-vulnerable certificates.,Commercial,Commercial,Current,2025,Yes (WebTrust),Critical,Cloud SaaS,All industries,https://www.digicert.com/trust-lifecycle-manager,,Leading CA with PQC hybrid certificate capabilities. Automated certificate lifecycle management with quantum readiness assessment.,Trusted Vendor,Verified,2026-02-16,"assess,migrate",merkle-tree-certs;pki-workshop;pqc-risk-management
Sectigo Certificate Manager,CSC-041,Certificate Lifecycle Management,Security Stack,Planned,Dedicated PQC readiness page indicates active development. Certificate lifecycle management platform preparing for PQC certificate issuance. Hybrid certificate support expected.,Commercial,Commercial,Current,2025,Yes (WebTrust),High,Cloud SaaS,All industries,https://sectigo.com/post-quantum-cryptography,,Major CA preparing for PQC certificate transition. Certificate lifecycle management platform with PQC readiness planning.,Trusted Vendor,Partially Verified,2026-02-16,"assess,migrate",pki-workshop;merkle-tree-certs
IBM Guardium Quantum Safe,CSC-049,Cryptographic Discovery Platforms,Security Stack,Yes (Quantum-Safe Posture Management),Enterprise platform for cryptographic discovery and quantum-safe posture management. Scans source code binaries network traffic and IT assets to create a comprehensive cryptographic inventory (CBOM). Risk-based prioritization identifies quantum-vulnerable algorithms and provides remediation guidance aligned with NIST CNSA 2.0 timelines. Integrates with IBM Concert for compliance dashboards. Part of IBM Quantum Safe portfolio alongside Qiskit SDK.,Commercial,Commercial (IBM),Current,2025,No,Critical,Enterprise Cloud On-Premise,Government Finance Healthcare Defense,https://www.ibm.com/products/guardium-quantum-safe,,Enterprise cryptographic posture management platform. Automated CBOM generation quantum-vulnerable algorithm detection and risk-based PQC migration planning.,Trusted Vendor,Verified,2026-02-21,"assess,plan,rampup",compliance-strategy;crypto-agility;migration-program;pqc-business-case;pqc-risk-management;vendor-risk
Google Chrome,CSC-037,Web Browsers,Application,Yes (ML-KEM),Google Chrome supports ML-KEM for TLS 1.3 key exchanges to protect against Harvest Now Decrypt Later attacks. ML-KEM (FIPS 203) is enabled by default in Chrome 131+ for all platforms.,Open Source,Freeware,131+,2024-11,No,Critical,Windows macOS Linux Android iOS,All industries,https://chromestatus.com/feature/5186851614359552,,Dominant web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics
Microsoft Edge,CSC-037,Web Browsers,Application,Yes (ML-KEM),Microsoft Edge supports ML-KEM for TLS 1.3 key exchanges. Enabled by default in Edge 131+.,Commercial,Freeware,131+,2024-11,No,Critical,Windows macOS Linux Android iOS,All industries,https://learn.microsoft.com/en-us/deployedge/microsoft-edge-relnote-stable-channel,,Enterprise web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics
Mozilla Firefox,CSC-037,Web Browsers,Application,Yes (ML-KEM),Mozilla Firefox supports ML-KEM for TLS 1.3 key exchanges via NSS. Enabled by default in Firefox 132+ for all platforms. Supports X25519MLKEM768 hybrid.,Open Source,MPLv2,132+,2024-10,No,Critical,Windows macOS Linux Android iOS,All industries,https://blog.mozilla.org/security/2024/09/26/ml-kem-in-nss/,,Open-source web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics
Apple Safari,CSC-037,Web Browsers,Application,Yes (ML-KEM),Apple Safari supports ML-KEM for TLS 1.3 key exchanges via the OS-level CryptoKit. Supported on iOS 18+ and macOS 15+.,Proprietary,Freeware,18.0+,2024-09,Yes (CoreCrypto),Critical,macOS iOS iPadOS,All industries,https://developer.apple.com/safari/,,Apple ecosystem web browser with PQC via OS integration.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics
Crypto4A QxHSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,Yes (ML-KEM FIPS 203 ML-DSA FIPS 204 SLH-DSA FIPS 205 LMS),"First HSM submitted for FIPS 140-3 Level 3 certification with all NIST PQC algorithms. Powered by the QASM cryptographic core natively supporting ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), and LMS stateful hash-based signatures. QxHSM v4.4 (Dec 2024) added ML-DSA and full NIST PQC OID support. QxOS 5 firmware (June 2025) delivers next-generation quantum-safe HSM platform. FIPS 140-3 Level 3 certification submitted March 2025, currently in NIST MIP list. Available in desktop (QxBMC-1), 1U three-blade (QxBMC-3), and 4U twelve-blade (QxBMC-12) chassis. Engineered, manufactured, and assembled in Canada.",Commercial,Commercial,QxOS 5,2025-06,Pending (FIPS 140-3 L3 submitted Mar 2025),Critical,Linux Hardware,"Finance, Government, Defense, Enterprise",https://crypto4a.com/products/blade-modules/qx-hsm,,PQC-capable HSM with FIPS 140-3 Level 3 certification pending (submitted March 2025). Supports all NIST PQC algorithms via the QASM cryptographic core. Canadian sovereign hardware designed for government and enterprise quantum-safe deployments.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",key-management;vendor-risk
Securosys CloudHSM,CSC-046,Cloud Hardware Security Module (HSM),Cloud,Yes (ML-KEM ML-DSA SLH-DSA HSS-LMS XMSS),"HSM-as-a-Service built on Swiss Primus HSM hardware delivering full post-quantum cryptography support. Supports ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), plus stateful hash-based signatures HSS-LMS and XMSS. Includes CloudHSM SBX (Sandbox) for testing PQC migration strategies with dual HSM synchronization before production rollout. REST API access via Transaction Security Broker (TSB) middleware — language-agnostic integration without client libraries. Available in ECO tier for smaller workloads and Enterprise tier for production. Swiss infrastructure; same FIPS 140-2 Level 3 and CC EAL4+ validated hardware as Primus HSM.",Commercial,Commercial,Current,2025,Yes (FIPS 140-2 L3 CC EAL4+),Critical,Cloud API,"Finance, Government, Healthcare, Defense",https://www.securosys.com/cloud-security/cloudhsm-overview,,Swiss HSM-as-a-Service with comprehensive PQC algorithm support. CloudHSM SBX sandbox environment enables safe PQC migration testing before production. REST API via Transaction Security Broker.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",key-management
Imperva WAF,CSC-033,Network Security Software,Network,Planned,"Enterprise-grade Web Application Firewall and API security platform, now part of the Thales portfolio following the December 2023 acquisition. Protects web applications and APIs against OWASP Top 10 threats, DDoS, bot attacks, and business logic abuse. Supports hybrid cloud and on-premise deployments. PQC support (ML-KEM hybrid TLS key exchange for TLS 1.3) not yet announced; roadmap expected as RFC 8446 + ML-KEM hybrid draft adoption grows across enterprise TLS termination infrastructure. Relevant to PQC migration planning as WAF products are TLS termination points requiring quantum-safe key exchange upgrades.",Commercial,Commercial,Current,2025,No (pending),High,Cloud On-Premise,"Finance, Healthcare, Retail, Enterprise",https://www.imperva.com/products/web-application-firewall-waf/,,Enterprise WAF and API security platform under Thales portfolio (acquired Dec 2023). PQC roadmap pending as ML-KEM hybrid TLS adoption grows; TLS termination points require quantum-safe key exchange upgrades.,Trusted Vendor,Partially Verified,2026-02-24,prepare,vpn-ssh-pqc
Venafi CodeSign Protect,CSC-017,Code Signing and Software Integrity,Application,Yes (ML-DSA SLH-DSA Experimental),Enterprise code signing platform with experimental PQC support (v24.3+). ML-DSA (CRYSTALS-Dilithium) and SLH-DSA (SPHINCS+) signing key algorithms supported for Certificate and Key Pair environments. Software-only key storage (HSM support not yet available for PQC keys). Supported through CodeSign Protect clients libhsm API and PKCS#11. Part of CyberArk/Venafi broader PQC readiness initiative.,Commercial,Commercial,25.1,2024-10,No,High,Windows Linux macOS,Enterprise Software Development,https://docs.venafi.com/Docs/24.3/TopNav/Content/CodeSigning/t-codesigning-pqc.php,,Enterprise code signing platform with experimental ML-DSA and SLH-DSA support. Software-only PQC key storage via PKCS#11. Part of CyberArk/Venafi ecosystem.,Trusted Vendor,Verified,2026-02-24,"prepare,test,migrate",code-signing
RPM Signing (rpm-sign),CSC-017,Code Signing and Software Integrity,Application,Yes (ML-DSA-87-Ed448 Hybrid),RPM 6.0 in RHEL 10.1 (Oct 2025) supports hybrid ML-DSA-87-Ed448 package signing via Sequoia-PGP with OpenPGP v6. Red Hat is the first major Linux distribution to sign all RPM packages with a hybrid PQC key. Multiple signatures per package supported. All Red Hat products released after October 2025 are signed with the PQC-safe key.,Open Source,GPLv2+,RPM 6.0,2025-10,No,Critical,RHEL 10.1 Fedora Linux,All industries,https://developers.redhat.com/articles/2025/10/07/signing-rpm-packages-using-quantum-resistant-cryptography,https://github.com/rpm-software-management/rpm,First major Linux distro with production hybrid PQC package signing. ML-DSA-87-Ed448 via Sequoia-PGP/OpenPGP v6 in RPM 6.0.,Trusted Vendor,Verified,2026-02-24,"test,migrate,launch",code-signing
Garantir GaraTrust,CSC-017,Code Signing and Software Integrity,Application,Yes (ML-DSA CNSA 2.0),Enterprise code signing platform with production ML-DSA support at highest CNSA 2.0 security level. Client-side hashing architecture for high performance. Integrates with Thales Luna HSMs Entrust nShield HashiCorp Vault AWS KMS AWS CloudHSM Google Cloud KMS and Azure Key Vault for key storage. Joint solution brief with Thales for PQC CNSA 2.0 code signing systems. Available on Azure Marketplace as SaaS.,Commercial,Commercial,GaraTrust,2025,Yes (via HSM backends),High,Cloud API Windows Linux macOS,Enterprise Government Defense,https://garantir.io/preparing-for-the-quantum-leap-pqc-code-signing-in-a-cnsa-2-0-world/,,Enterprise PQC code signing platform with CNSA 2.0 ML-DSA support. Multi-HSM/KMS integration. Client-side hashing for performance. Thales partnership for PQC code signing.,Trusted Vendor,Verified,2026-02-24,"test,migrate,launch",code-signing
Java jarsigner (JDK),CSC-017,Code Signing and Software Integrity,Application,Planned (JDK 26),JDK 24 (March 2025) introduced ML-KEM and ML-DSA as JCA providers via JEP 496/497 but jarsigner PQC support is targeted for JDK 26 (March 2026). JAR signing with ML-DSA will be the first PQC code signing in the Java ecosystem. Bouncy Castle JCE provider can be used today as an alternative for Java PQC signing. Hybrid Public Key Encryption API also planned for JDK 26.,Open Source,GPLv2+CE,JDK 24,2025-03,No,High,Linux macOS Windows,All industries,https://openjdk.org/jeps/497,https://github.com/openjdk/jdk,Java code signing tool. ML-DSA available in JDK 24 JCA; jarsigner PQC integration targeted for JDK 26 (March 2026). Critical for Java ecosystem PQC migration.,Trusted Vendor,Verified,2026-02-24,"prepare,test,migrate",code-signing
Mbed TLS,CSC-005,TLS/SSL Implementation Software,Application,Planned (LMS only),ARM TrustedFirmware TLS library widely used in embedded IoT devices. LMS hash-based signatures available for verification. ML-KEM listed as Future on roadmap. ML-DSA prototype targeted Q1 2026 with initial support Q2 2026. TF-PSA-Crypto 1.1 LTS targeted Q1 2026. Critical gap for IoT/embedded PQC migration as millions of devices depend on Mbed TLS.,Open Source,Apache-2.0/GPL-2.0-or-later,4.0.0,2025-09,No,Critical,ARM Cortex-M Cortex-A Embedded IoT Linux Windows,IoT Automotive Industrial Enterprise,https://mbed-tls.readthedocs.io/en/latest/project/roadmap/,https://github.com/Mbed-TLS/mbedtls,ARM TLS library for embedded/IoT. LMS only; ML-KEM/ML-DSA on roadmap for Q2 2026. Critical PQC gap for IoT migration planning.,Open Source Foundation,Verified,2026-02-24,prepare,tls-basics
NSS (Mozilla),CSC-001,Cryptographic Libraries,Application,Yes (ML-KEM ML-DSA),Mozilla Network Security Services library powering Firefox Thunderbird RHEL and SUSE crypto stacks. ML-KEM-768 production (X25519MLKEM768 hybrid) enabled by default in Firefox 132+ Desktop and Firefox 145+ Android. ML-DSA key generation signing and verification via PKCS#11 (NSS 3.116-3.118). Formally verified ML-KEM implementation by Cryspen. CIQ achieved CAVP certification for NSS PQC module (February 2026). FIPS 140-3 validation in progress.,Open Source,MPL 2.0,3.121,2026-02,Yes (CAVP PQC Feb 2026),Critical,Linux macOS Windows,All industries,https://firefox-source-docs.mozilla.org/security/nss/,https://hg.mozilla.org/projects/nss,Mozilla crypto library with production ML-KEM and ML-DSA. Formally verified PQC (Cryspen). CAVP certified. Powers Firefox Thunderbird RHEL SUSE.,Open Source Foundation,Verified,2026-02-24,"test,migrate",hybrid-crypto;tls-basics
.NET System.Security.Cryptography,CSC-001,Cryptographic Libraries,Application,Yes (ML-KEM ML-DSA SLH-DSA CompositeMLDsa),.NET 10 (Nov 2025 GA) provides native PQC APIs: MLKem class (FIPS 203) MLDsa class (FIPS 204) SlhDsa class (FIPS 205) and CompositeMLDsa class for composite signatures. APIs marked [Experimental] under diagnostic SYSLIB5006 but are production-ready. Uses Windows CNG on Windows and OpenSSL 3.5+ on Linux. First-party Microsoft implementation with all three NIST PQC standards available to every .NET 10 application.,Open Source,MIT,.NET 10,2025-11,Yes (via CNG or OpenSSL),Critical,Windows Linux macOS,All industries,https://devblogs.microsoft.com/dotnet/post-quantum-cryptography-in-dotnet/,https://github.com/dotnet/runtime,Native .NET 10 PQC APIs with all three NIST standards (ML-KEM ML-DSA SLH-DSA) plus composite signatures. Uses CNG or OpenSSL backends.,Trusted Vendor,Verified,2026-02-24,"test,migrate",hybrid-crypto;tls-basics
Thales Luna T-Series HSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,Yes (ML-KEM ML-DSA FN-DSA LMS/HSS QRNG),Government and defense HSM with v7.15.0 delivering first fully standardized ML-KEM (FIPS 203) and ML-DSA (FIPS 204) implementations. Also supports FN-DSA (Falcon pre-standard) and LMS/HSS (SP 800-208). Industry-first FIPS 140-compliant HSM with embedded Quantum Random Number Generator (QRNG) chip for quantum-enhanced key generation. Made in USA (design development manufacture support). CNSA 2.0 aligned. Designed for US Government intelligence defense and civilian agencies.,Commercial,Commercial,7.15.0,2025,Yes (FIPS 140-2 L3),Critical,Hardware Appliance,Government Defense Intelligence,https://www.thalestct.com/luna-t-series-hardware-security-module-7-15-0-release-announcement/,,Government/defense HSM with all NIST PQC standards and embedded QRNG. Made in USA. CNSA 2.0 aligned. First FIPS 140-compliant HSM with quantum random number generator.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",key-management
Thales MISTRAL Encryptor,CSC-048,Network Encryptors,Network,Planned (GA June 2026),Sovereign post-quantum network encryptor announced November 2025 at European Cyber Week. Quantum-resistant algorithms aligned with ANSSI recommendations. Throughput up to 4x10 Gbps with very low latency. Common Criteria EAL4+ certification targeted. Centralized management. Designed for French and European public administrations operators of vital importance and defense industrial base. GA scheduled June 2026.,Commercial,Commercial,Pre-release,2026-06,No (CC EAL4+ targeted),High,Network Appliance,Government Defense Critical Infrastructure,https://www.thalesgroup.com/en/news-centre/press-releases/thales-launches-its-post-quantum-mistral-encryptor-ready-secure,,Sovereign post-quantum network encryptor for EU classified communications. ANSSI-aligned. CC EAL4+ targeted. 4x10 Gbps. GA June 2026.,Trusted Vendor,Verified,2026-02-24,"prepare,test",vpn-ssh-pqc
Thales CipherTrust Cloud Key Manager,CSC-003,Key Management Systems (KMS),Cloud,Yes (ML-KEM quantum-resilient TLS),Cloud key management for BYOK/HYOK across AWS Azure GCP and Google Workspace. Quantum-resilient TLS ciphers for Chrome/CCKM connections (GA v2.22.0+). ML-KEM-enabled channels for Google Workspace CSE BYOK key rotation. BYOK key rotation for AWS KMS supported since v2.19. SAP BYOK integration available. Released alongside CipherTrust Manager v2.22.1.,Commercial,Commercial,2.22.1,2026-02,Yes (via Luna HSM),High,AWS Azure GCP Google Workspace,Finance Healthcare Government Enterprise,https://cpl.thalesgroup.com/encryption/key-management/ciphertrust-cloud-key-manager,,Cloud BYOK/HYOK key manager with quantum-resilient TLS for Google Workspace CSE. Multi-cloud key rotation across AWS Azure GCP.,Trusted Vendor,Verified,2026-02-24,"migrate,launch,rampup",key-management
HashiCorp Vault Transit,CSC-003,Key Management Systems (KMS),Cloud,Yes (ML-DSA SLH-DSA Experimental),Vault Enterprise 1.19+ transit secrets engine supports experimental PQC signing: ML-DSA-44/65/87 (FIPS 204) and SLH-DSA (FIPS 205) with 12 parameter sets (SHA2/SHAKE 128/192/256 s/f variants). Hybrid signatures combining ML-DSA with ecdsa-p256 ecdsa-p384 ecdsa-p521 or ed25519. Marked experimental and not recommended for production workloads. HashiCorp plans staged PQC delivery across additional Vault capabilities.,Commercial,BSL 1.1/Enterprise,1.19+,2025,Yes (Enterprise FIPS seal),High,Linux macOS Windows Docker Kubernetes,All industries,https://developer.hashicorp.com/vault/docs/secrets/transit,https://github.com/hashicorp/vault,Enterprise secrets engine with experimental ML-DSA and SLH-DSA signing. Hybrid PQC+classical signatures. Transit engine for encryption-as-a-service.,Trusted Vendor,Verified,2026-02-24,"prepare,test",key-management
Windows 11,CSC-031,Operating Systems,OS,Yes (ML-KEM ML-DSA via CNG),Windows 11 24H2 adds ML-KEM-768 and ML-DSA support to CNG (Cryptography API: Next Generation). Post-quantum key exchange available in TLS 1.3 via Schannel. Applications using CNG APIs gain PQC support without code changes. Available on all Windows 11 24H2 devices including desktops laptops and workstations.,Proprietary,Commercial,24H2 (Build 26100),2024-10,Partial (CNG FIPS 140-3; PQC module under review),High,Windows Desktop Laptop Workstation,Enterprise Government Finance Healthcare,https://learn.microsoft.com/en-us/windows/security/,,Windows 11 desktop OS with PQC support for ML-KEM and ML-DSA via the CNG framework and TLS 1.3 Schannel integration.,Trusted Vendor,Verified,2026-02-24,"assess,migrate",tls-basics
Ubuntu 24.04 LTS,CSC-031,Operating Systems,OS,Partial (liboqs OQS-Provider via apt),Ubuntu 24.04 LTS ships with OpenSSL 3.0.x and provides liboqs and oqs-provider packages via official apt repositories enabling ML-KEM and ML-DSA algorithms. System TLS stack can be updated via OQS-Provider for OpenSSL without recompiling. Canonical roadmap includes native PQC in Ubuntu 24.10 and Ubuntu Pro FIPS module.,Open Source,GPL/Various,24.04.2 LTS,2024-04,No (Ubuntu Pro FIPS available; PQC not FIPS-validated),High,Linux Desktop Server,Enterprise Government Technology,https://ubuntu.com/security,https://packages.ubuntu.com/,Ubuntu LTS with PQC support via OpenSSL 3.x and liboqs apt packages. Most widely deployed Linux distribution for PQC migration testing.,Community,Verified,2026-02-24,"assess,migrate",
Red Hat Enterprise Linux 9,CSC-031,Operating Systems,OS,Partial (OpenSSL OQS Provider; FIPS-validated PQC roadmapped RHEL 10),RHEL 9 ships with OpenSSL 3.x enabling ML-KEM and ML-DSA via the OpenSSL OQS provider as a technology preview. RHEL 9.5 adds experimental quantum-safe TLS key exchange. Full FIPS-validated PQC algorithms planned for RHEL 10. Red Hat Insights provides PQC readiness scanning for enterprise environments.,Proprietary,Commercial (Subscription),9.5,2024-11,Partial (OpenSSL FIPS 140-3; PQC not in FIPS module),High,Linux Server Enterprise,Enterprise Government Finance Healthcare,https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/9/,https://access.redhat.com/,Enterprise Linux with NIST-standardized PQC via OpenSSL OQS provider. FIPS-validated PQC roadmapped for RHEL 10.,Trusted Vendor,Verified,2026-02-24,"assess,migrate",
Fedora Linux,CSC-031,Operating Systems,OS,Yes (ML-KEM ML-DSA via OpenSSL 3.3+ and liboqs),Fedora 41 ships with OpenSSL 3.3+ and liboqs packages enabling ML-KEM-512/768/1024 and ML-DSA-44/65/87 algorithms. Serves as upstream integration test bed for RHEL PQC features. Fedora 40 change proposal introduced system-wide PQC crypto policy support. Applications linked against Fedora OpenSSL automatically gain PQC hybrid key exchange capability.,Open Source,GPL/Various,Fedora 41,2024-10,No,Medium,Linux Desktop Server,Technology Research Development,https://fedoraproject.org/,https://src.fedoraproject.org/,Fedora Linux upstream integration platform for RHEL PQC features. Ships ML-KEM and ML-DSA via OpenSSL 3.3+ and liboqs packages.,Community,Verified,2026-02-24,assess,
Debian 12 (Bookworm),CSC-031,Operating Systems,OS,Partial (liboqs via bookworm-backports),Debian 12 ships with OpenSSL 3.0.x and provides liboqs and oqs-provider via bookworm-backports enabling ML-KEM and ML-DSA. Debian 13 (Trixie) expected to ship with OpenSSL 3.3+ for native PQC. Base for Ubuntu and Raspberry Pi OS making Debian PQC adoption significant for embedded and server markets.,Open Source,DFSG/Various,12.9,2023-06,No,Medium,Linux Server Desktop Embedded,Technology Enterprise Education,https://www.debian.org/,https://packages.debian.org/,Foundational Linux distribution with PQC support via liboqs backports. Base for Ubuntu and many enterprise distributions making Debian PQC adoption broadly impactful.,Community,Verified,2026-02-24,"assess,migrate",
Ericsson Quantum-Safe 5G,CSC-050,5G & Telecom Security,Network,Planned (3GPP Rel-20/21),Ericsson is actively contributing to NIST PQC IETF 3GPP and GSMA Post Quantum Task Network standards for quantum-safe mobile networks. PQC for 5G protocols (AKA SUCI TLS IKEv2) targeted in 3GPP Release 20/21. Crypto-agile approach for Radio System and 5G Core. 6G designed to be quantum-resistant from the start.,Proprietary,Commercial,5G Core 24.x,2025,No,Critical,Ericsson Radio System 5G Core,Telecom Government Defense,https://www.ericsson.com/en/security/quantum-safe-networks,,Ericsson quantum-safe 5G platform. PQC for mobile network protocols targeted via 3GPP Rel-20/21. Active standards contributor to NIST IETF 3GPP GSMA.,Trusted Vendor,Verified,2026-02-24,prepare,5g-security
Nokia Quantum-Safe Networks,CSC-050,5G & Telecom Security,Network,Planned (PQC + QKD defense-in-depth),"Nokia defense-in-depth approach combining PQC and QKD for quantum-safe 5G networks. NetGuard suite includes Certificate Manager and Identity Access Manager for telecom security. Quantum-safe optical transport via PSE-V encryption modules. Satellite QKD trial with Colt and Honeywell (announced Jun 2025; LEO QKD demo Q3 2026, production launch Q3 2027). Active 3GPP standards contributor.",Proprietary,Commercial,Current,2025,No,Critical,Nokia 5G Core AirFrame Cloud,Telecom Government Defense Enterprise,https://www.nokia.com/cybersecurity/post-quantum-cryptography/,,Nokia quantum-safe networking combining PQC QKD and symmetric key infrastructure. Defense-in-depth for 5G optical and enterprise networks. Satellite QKD trial with Colt and Honeywell targeting 2026-2027.,Trusted Vendor,Verified,2026-02-24,prepare,5g-security;qkd
Thales 5G Quantum-Safe SIM,CSC-050,5G & Telecom Security,Hardware,Yes (ML-KEM SUCI Encryption),Quantum-safe 5G SIM demonstrated with SK Telecom on commercial 5G standalone network. ML-KEM algorithm implemented natively in SIM operating system for quantum-resistant subscriber identity concealment (SUCI). Hybrid key exchange combining traditional asymmetric and PQC algorithms. Protects user SUPI from Harvest Now Decrypt Later attacks.,Commercial,Commercial,Pilot,2024,No,Critical,5G SIM eSIM Mobile,Telecom Mobile Operators,https://www.thalesgroup.com/en/worldwide/digital-identity-and-security/press_release/sk-telecom-and-thales-collaborate-post,,Quantum-safe 5G SIM with ML-KEM subscriber identity encryption. Demonstrated on SK Telecom commercial 5G SA network. First PQC-protected SUCI implementation.,Trusted Vendor,Verified,2026-02-24,"test,migrate",5g-security
G+D Quantum-Safe SIM Platform,CSC-050,5G & Telecom Security,Hardware,Planned (Crypto-Agile SIM Architecture),Giesecke+Devrient global SIM market leader developing quantum-safe SIM and eSIM platform. Crypto-agility framework enables remote cryptographic updates for PQC migration. GSMA SGP.32 certified eSIM for 4G/5G IoT devices. Collaborating with BSI on quantum-resistant ID chips. First GSMA eUICC Security Assurance certified IoT product.,Commercial,Commercial,Current,2025,No,High,SIM eSIM eUICC IoT,Telecom IoT Automotive Government,https://www.gi-de.com/en/digital-security/digital-infrastructures/post-quantum-cryptography,,Global SIM leader with crypto-agile architecture for PQC migration. GSMA SGP.32 certified eSIM. Collaborating with BSI on PQC-enabled ID chips.,Trusted Vendor,Verified,2026-02-24,prepare,5g-security
Samsung Knox Quantum-Safe,CSC-050,5G & Telecom Security,"Application,Hardware",Yes (ML-KEM Cloud Data Protection),First mobile platform to ship PQC-based cloud data protection. Galaxy S25 series (One UI 7) integrates ML-KEM into Knox Matrix for quantum-safe Samsung Cloud backup restore and sync. Enhanced Data Protection (EDP) feature adds PQC layer to end-to-end encryption. S3SSE2A embedded Secure Element with dual PQC hardware accelerators.,Proprietary,Commercial,One UI 7 (Galaxy S25),2025-01,No,High,Samsung Galaxy Android,Consumer Enterprise Mobile,https://news.samsung.com/global/the-first-step-to-a-quantum-safe-future-with-samsung-knox,,First mobile platform with PQC cloud data protection via Knox Matrix ML-KEM. S3SSE2A hardware-accelerated PQC Secure Element.,Trusted Vendor,Verified,2026-02-24,launch,5g-security
IDEMIA PQC Secure Element,CSC-050,5G & Telecom Security,Hardware,Yes (Keccak PQC Hardware Accelerator),First hardware accelerator designed for post-quantum cryptography using Keccak-based technology. Offloads ML-KEM (FIPS 203) ML-DSA (FIPS 204) and SLH-DSA (FIPS 205) computations from main processor. Embedded in future IDEMIA quantum-safe chips for banking SIM automotive IoT and healthcare secure elements. Supports crypto-agility framework.,Commercial,Commercial,PQC Accelerator 2025,2025-03,No,Critical,Secure Element SIM Smart Card IoT,Telecom Finance Automotive IoT Healthcare,https://www.idemia.com/press-release/idemia-secure-transactions-announces-its-first-hardware-accelerator-designed-post-quantum-cryptography-2025-03-18,,Keccak-based PQC hardware accelerator for secure elements. Supports all NIST PQC algorithms. Embedded in future IDEMIA SIM banking and IoT chips.,Trusted Vendor,Verified,2026-02-24,"prepare,launch",5g-security
IDEMIA Digital Identity Platform,CSC-051,Digital Identity & Verifiable Credentials,"Application,Security Stack",Planned (Crypto-Agile PQC for eIDAS 2.0),Global digital identity leader with crypto-agility framework for PQC migration. Quantum-safe ID chip proof-of-concept with Bundesdruckerei BSI and Infineon demonstrating PQC on national ID cards. PQC hardware accelerator for secure elements. Supporting eIDAS 2.0 EUDI Wallet ecosystem with quantum-resistant credential issuance roadmap.,Commercial,Commercial,Current,2025,No,Critical,Cloud Mobile Secure Element,Government Identity Finance Healthcare,https://www.idemia.com/insights/post-quantum-cryptography-identity-managementthe-time-act-now,,Global digital identity leader with PQC crypto-agility. Quantum-safe ID chip proof-of-concept with BSI. eIDAS 2.0 EUDI Wallet readiness.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate",digital-id
Procivis One,CSC-051,Digital Identity & Verifiable Credentials,Application,Yes (ML-DSA for Verifiable Credentials),Modular open-source digital identity platform with ML-DSA support for verifiable credentials. Compliant with eIDAS 2.0 Swiss E-ID and ISO 18013-5 mDL standards. Supports W3C VCDM SD-JWT VC and OID4VC protocols. Delivered Lithuanian EU digital identity wallet sandbox.,Open Source,Apache-2.0,Current,2025,No,High,iOS Android Linux Docker,Government Identity Healthcare Finance,https://www.procivis.ch/,https://github.com/procivis/one-open-core,Open-source eIDAS 2.0 digital identity platform with ML-DSA verifiable credentials. Swiss E-ID and mDL compliant.,Open Source Foundation,Verified,2026-02-24,"test,migrate",digital-id
