patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
12537693,Low-memory Dilithium with masked hint vector computation,,NXP B.V.,2023-08-07,2026-01-27,H04L9/3247;H04L9/0852;H04L9/0869;H04L9/3252,A method for performing Dilithium signature operations with reduced memory footprint by reordering computations to avoid overlapping lifespans of masked vectors and using a masked hint calculation.,"The invention reorders Dilithium signature generation steps to compute and check the norm of the intermediate value r-tilde before computing z, allowing r-tilde to be deleted from memory before z is generated. This prevents the simultaneous storage of large masked vectors r-tilde and z, significantly reducing runtime memory requirements for side-channel resistant implementations.",pqc_only,none,background_only,"Quantum computing is mentioned in the background as the motivation for adopting post-quantum cryptography standards like Dilithium. It does not appear in any claims, nor is quantum technology used in the implementation; the invention is a classical optimization of a PQC algorithm.",,,Dilithium,quantum_computing,generation,FPGA; ASIC; microcontroller,,NIST SP 800-56,side-channel; quantum-attack,TRNG,signature,IoT,method of performing a Dilithium signature operation; data processing system comprising instructions for performing a Dilithium signature operation,latency,,,US18320028,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of performing a Dilithium signature operation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""calculating r-tilde as w0 - cs2""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""bound check on r-tilde""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""calculating hint h based on c, t0, w1, gamma2""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""determining if ||ct0|| >= gamma2""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""regenerating y based on rho-prime and kappa""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""regenerating y based on rho-prime derived from message M""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""calculating z as y + cs1""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""bound check on z""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""checking number of 1's in h""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""masking r-tilde, z, and y using shares""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""data processing system for performing Dilithium signature operation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""calculating r-tilde as w0 - cs2""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""bound check on r-tilde""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""calculating hint h based on c, t0, w1, gamma2""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""determining if ||ct0|| >= gamma2""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""regenerating y based on rho-prime and kappa""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""regenerating y based on rho-prime derived from message M""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""calculating z as y + cs1""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""bound check on z""}, {""claim"": 21, ""depends_on"": [12], ""subject"": ""checking number of 1's in h""}, {""claim"": 22, ""depends_on"": [12], ""subject"": ""masking r-tilde, z, and y using shares""}]","[{""algorithm"": ""Dilithium"", ""status"": ""fips_204""}]",10,Directly implements NIST-standardized ML-DSA/Dilithium with hardware optimizations for PQC migration.
12537676,Methods and systems for the implementation of NTRU-like cryptosystem relying on optical fourier transforms,,Optalysys Limited,2021-07-22,2026-01-27,H04L9/0861;H04L9/3093;G06F17/14;H04L9/0825,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Focuses on optical hardware implementation of NTRU, lacking explicit NIST PQC standard or migration protocol relevance."
20260025283,METHOD AND APPARATUS RELATED TO DIGITAL CERTIFICATE CERTIFYING CRYPTOGRAPHIC KEY FOR AN ENTITY IMPLEMENTING ONE OR MORE NETWORK FUNCTIONS OF A CORE NETWORK FOR A MOBILE COMMUNICATION SYSTEM,BOMMISETTY; Sireesha et al.,Nokia Technologies Oy,2023-08-08,2026-01-22,H04L9/3268;H04W12/069;H04L9/006;H04L9/3213,A method for managing digital certificates in a mobile core network where certificates explicitly indicate permitted purposes for cryptographic keys to control secure connections and service access verification.,The invention provides a method where a digital certificate certifying a cryptographic key for a network function entity includes an explicit indication of one or more specific purposes. A receiving entity uses this purpose indication to determine whether to proceed with operations such as establishing secure connections or verifying service tokens.,unclear,none,none,none,X.509; PKI,,,none,distribution,mobile,possession,ITU-T X.509,,,signature,telecom; PKI,first entity receiving and sending purpose-indicated certificate; second entity determining operations based on certificate purposes; apparatus issuing purpose-indicated certificate,,,,,"[{""claim"": 71, ""depends_on"": [], ""subject"": ""first entity receiving and sending certificate with purpose indication""}, {""claim"": 72, ""depends_on"": [71], ""subject"": ""purposes include secure connection, token verification""}, {""claim"": 73, ""depends_on"": [71], ""subject"": ""certificate conforms to ITU-T X.509""}, {""claim"": 74, ""depends_on"": [71], ""subject"": ""certificate includes field with identifier values for purposes""}, {""claim"": 75, ""depends_on"": [71], ""subject"": ""certificate includes free text field for purposes""}, {""claim"": 76, ""depends_on"": [75], ""subject"": ""free text field also indicates subject name""}, {""claim"": 77, ""depends_on"": [71], ""subject"": ""sending for establishing secure connection""}, {""claim"": 78, ""depends_on"": [77], ""subject"": ""requesting service via secure connection""}, {""claim"": 79, ""depends_on"": [78], ""subject"": ""sending digital signature for token""}, {""claim"": 80, ""depends_on"": [71], ""subject"": ""requesting certificate from CA""}, {""claim"": 81, ""depends_on"": [], ""subject"": ""second entity receiving certificate and determining operations""}, {""claim"": 82, ""depends_on"": [81], ""subject"": ""determining whether to establish secure connection""}, {""claim"": 83, ""depends_on"": [82], ""subject"": ""verifying digital signature for service access token""}, {""claim"": 84, ""depends_on"": [81], ""subject"": ""determining whether to request access token""}, {""claim"": 85, ""depends_on"": [], ""subject"": ""apparatus issuing certificate with purpose indication""}]",[],2,Title and codes suggest classical certificate management without explicit PQC or migration signals.
20260025282,MULTI-PARTY AND MULTI-USE QUANTUM RESISTANT SIGNATURES AND KEY ESTABLISHMENT,,PRIVATEGRITY CORPORATION,2025-10-01,2026-01-22,H04L9/3239;H04L9/3247;G06F21/606;G06T1/0021;G06V40/10;H04L9/3255;H04L9/3265;H04L9/50,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Title explicitly claims quantum-resistant signatures and key establishment, directly addressing PQC migration needs."
12531724,Post-quantum cryptography for secure boot,,Google LLC,2024-07-03,2026-01-20,H04L9/0852;G06F21/575;G06F21/64;H04L9/0643;H04L9/3247,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Directly addresses PQC migration for secure boot, a critical infrastructure component requiring quantum-resistant signat"
12526156,More efficient post-quantum signatures,,Visa International Service Association,2022-12-15,2026-01-13,H04L9/3247;H04L9/3093,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Explicitly addresses post-quantum signatures, a core component of PQC migration and NIST standardization."
20260010490,MEMORY CONFLICT RESOLUTION FOR DILITHIUM CRYPTOGRAPHY,,"Microsoft Technology Licensing, LLC",2024-05-03,2026-01-08,G06F12/1408;H04L9/3093;G06F12/0646,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Directly optimizes Dilithium (NIST PQC standard), a critical component for post-quantum migration."
12519627,Key establishment and secure communications using satellite-provided random number values,Bordow; Peter Burton et al.,"Wells Fargo Bank, N.A.",2024-02-22,2026-01-06,H04L9/0852;H04L9/0869;H04L9/0872,"A system generates cryptographic keys by combining random values from quantum random number generators located on satellites and terrestrial stations, coordinated via key generation parameters to establish secure communication channels.","The invention claims a method where a terrestrial computing system receives first and second random values generated by quantum random number generators, with at least one value provided via satellite communication. These values are combined according to specific key generation parameters to serve as a seed for a cryptographic function that produces a shared symmetric key.",hybrid,none,core_invention,Quantum Random Number Generators (QRNGs) are explicitly required in independent claims 1 and 12 as the source of the random values used for key generation. The invention relies on quantum-derived entropy provided via satellite or terrestrial QRNGs to ensure high-quality randomness.,TLS,AES; KDF,,qrng; satellite_qkd,generation; derivation; exchange; distribution,QRNG; satellite; IoT; mobile; server,,,MITM; interception,QRNG,symmetric-cipher; KDF,banking; telecom; IoT,method for generating a cryptographic key based on satellite-provided random values; non-transitory machine-readable medium for generating a cryptographic key,,financial; transactions; session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for generating a cryptographic key based on satellite-provided random values""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""determining key generation parameters at terrestrial location""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""communicating key generation parameters to satellite""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""receiving key generation parameters in satellite communication""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""key generation parameters determined by satellite or another terrestrial location""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""synchronized selection of key generation parameters""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""using additional data values in key generation""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""key derivation function for symmetric key""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""random values provided as result of Boolean function at satellite""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""first random value from terrestrial QRNG, second from another terrestrial via satellite""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""initial and failure scenario key generation parameters""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""non-transitory machine-readable medium for generating a cryptographic key""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""determining key generation parameters at terrestrial location""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""communicating key generation parameters to satellite""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""identifying key generation parameters in satellite communication""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""key generation parameters determined by satellite or another terrestrial location""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""synchronized selection of key generation parameters""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""using additional data values in key generation""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""key derivation function for symmetric key""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""random values provided as result of Boolean function at satellite""}, {""claim"": 21, ""depends_on"": [12], ""subject"": ""first random value from terrestrial QRNG, second from another terrestrial via satellite""}, {""claim"": 22, ""depends_on"": [12], ""subject"": ""initial and failure scenario key generation parameters""}]",[],,
12519625,Systems and methods for facilitating quantum-resistant encryption of data,,Dauer; Jeffrey,2025-04-29,2026-01-06,H04L9/0852;H04L9/088,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Title explicitly claims quantum-resistant encryption, indicating high relevance to PQC migration despite lacking specifi"
12512975,Systems and methods for establishing cryptographic keys shared among three or more devices,Stapleton; Jeff J. et al.,"Wells Fargo Bank, N.A.",2023-09-11,2025-12-30,H04L9/0852;H04L9/0861;H04L9/0855,Systems and methods establish shared cryptographic keys among three or more devices using N-way entangled particle triplets to enable symmetric authentication and secure failover in distributed networks.,"The invention claims a method for establishing cryptographic keys shared among three or more devices by generating entangled particle triplets, distributing them to respective host devices, and verifying matching bit sets derived from quantum measurements. This N-way entanglement allows multiple devices to share identical keys without pairwise key exchanges, facilitating secure group messaging and failover capabilities.",unclear,none,core_invention,"Quantum technology is central to the independent claims (1, 15, 18). Claim 1 explicitly requires receiving bits derived from entangled particles. Claims 2 and 16 detail the generation of entangled particle triplets via quantum trisection circuitry. The invention relies on N-way entanglement for key establishment among three or more devices.",E91,,,entanglement; qkd,generation; distribution; exchange,HSM; quantum-source; FPGA; ASIC,possession,,MITM,quantum-entanglement,KDF,banking; telecom,method for establishing cryptographic keys shared among three or more devices; apparatus for establishing cryptographic keys shared among three or more devices; apparatus for establishing a secure communications channel between two or more devices,,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for establishing cryptographic keys shared among three or more devices""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating particles and entangled triplets""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""particle generator circuitry as component of first host device""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""quantum trisection circuitry as component of first host device""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""HSM comprising generator and trisection circuitry""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""determining matching bits via pairwise comparison""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""determining matching bits via sequential verification""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""providing first bits to second and third devices""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""receiving indications of identical bits from second and third devices""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""generating symmetric key based on matching bits""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""using key derivation function""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""establishing keys based on pre-determined quantity of bits""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""HSM comprising cryptographic circuitry""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""measuring entangled particle to determine bits""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""apparatus for establishing cryptographic keys shared among three or more devices""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""apparatus with particle generator and quantum trisection circuitry""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""determining matching bits via pairwise comparison in apparatus""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""apparatus for establishing secure communications channel between two or more devices""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""means for generating particles and entangled triplets""}, {""claim"": 20, ""depends_on"": [18], ""subject"": ""determining matching bits via pairwise comparison in means-plus-function apparatus""}]",[],,
20250392463,MULTI-PARTY TOKEN-BASED AUTHORIZATION FOR A DATA STORAGE SYSTEM,McKenna; William et al.,International Business Machines Corporation,2024-06-24,2025-12-25,H04L9/3213;G06F21/6218;H04L9/006,A multi-party token-based authorization system enables a data non-owner to grant a data owner conditional permissions to execute specific operations on stored data via signed contract tokens validated by the storage system.,The invention provides a method where a token generation service creates a contract token containing attributes defining an agreement between a data owner and a data non-owner. This token allows the data storage system to authorize the data owner to execute otherwise prohibited operations on the data based on the token's signed attributes.,unclear,none,none,"The patent text mentions 'quantum computer' and 'quantum computing storage device' in the background description of general computing environments (FIG. 1 description) as examples of hardware types. However, quantum technology is not part of the claimed invention, does not appear in any independent or dependent claims, and is not required for the primary token-based authorization method.",HTTPS; SSL,,,none,generation; distribution,IoT; mobile,possession,,insider; malicious_user,,signature,cloud,computer-implemented method for multi-party token-based authorization; system for multi-party token-based authorization; computer program product for multi-party token-based authorization,,data; metadata,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented method for receiving contract token request and generating contract token""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""signing contract token using private key""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""validating contract token using public key""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""secure communication channel""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""prohibiting unauthorized operations""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""viewable and secure attributes""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""data non-owner causes generation""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""third party causes generation""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""retrieval and use of token""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""system comprising memory and processing device for token authorization""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""signing contract token using private key""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""validating contract token using public key""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""secure communication channel""}, {""claim"": 14, ""depends_on"": [10], ""subject"": ""prohibiting unauthorized operations""}, {""claim"": 15, ""depends_on"": [10], ""subject"": ""viewable and secure attributes""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""data non-owner causes generation""}, {""claim"": 17, ""depends_on"": [10], ""subject"": ""third party causes generation""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""retrieval and use of token""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""computer program product for token authorization""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""signing contract token using private key""}]",[],1,Title and codes indicate classical authorization; no PQC algorithms or migration signals found.
