reference_id,document_title,download_url,initial_publication_date,last_update_date,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url
draft-ietf-openpgp-pqc-17,Post-Quantum Cryptography in OpenPGP,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,2023-07-01,2026-01-13,Internet-Draft (Submitted to IESG),PQC for OpenPGP: composite ML-KEM+ECC encryption composite ML-DSA+ECC signatures and standalone SLH-DSA. Submitted to IESG for publication as Proposed Standard. Expires July 2026.,Protocol,Email; File Encryption; Code Signing,IETF OpenPGP WG,FIPS 203;FIPS 204;FIPS 205;RFC 9580,International,Lattice+ECDH/EdDSA; Hash-based,"L3,L5",OpenPGP/GPG with PQC,GnuPG; OpenPGP.js; GopenPGP; Thunderbird (experimental),Medium,Updated,Protocols,yes,public/library/draft-ietf-openpgp-pqc-17.html,code-signing;email-signing;os-pqc;platform-eng-pqc,,ietf,partial,IETF,
draft-ietf-pquip-pqc-engineers-14,Post-Quantum Cryptography for Engineers,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-engineers/,2023-07-06,2025-08-26,Internet-Draft (Expired 2026-02-27),Practical guidance for engineers implementing PQC algorithms and protocols.,Guidance,All IT sectors,IETF PQUIP,FIPS 203;FIPS 204;FIPS 205,International,N/A,N/A,Migration preparation guidance,Engineering teams,Medium,Updated,Migration Guidance,yes,public/library/draft-ietf-pquip-pqc-engineers-14.html,crypto-agility;dev-quantum-impact;pqc-101;quantum-threats;standards-bodies,FIPS 203/204/205;TLS/SSH/IKE,ietf,partial,IETF,
draft-ietf-pquip-hybrid-signature-spectrums-07,Hybrid signature spectrums,https://www.ietf.org/archive/id/draft-ietf-pquip-hybrid-signature-spectrums-07.txt,2025-06-20,2026-03-25,Internet-Draft (AUTH48 — near-RFC),"Taxonomy and security analysis of hybrid signature constructions for the post-quantum transition. Defines three construction types (concatenation, nesting, fused) and a non-separability spectrum (None/WNS/SNS). Near-RFC Informational status.",Research/Report,PKI;Government;High Security;Software Development;IT;Finance,Nina Bindel; Britta Hale; Deirdre Connolly; Florence Driscoll,FIPS 186-5;FIPS 204,International;Global,PQ/T Hybrid Signatures,N/A,Hybrid signature APIs; PKI; X.509,Any PQC-capable crypto library,Medium,Updated,Migration Guidance,yes,public/library/draft-ietf-pquip-hybrid-signature-spectrums-07.html,hybrid-crypto;standards-bodies,Non-separability spectrum; Fiat-Shamir; Silithium; attack taxonomy,ietf,partial,IETF PQUIP WG,
draft-ietf-uta-pqc-app-01,Post-Quantum Cryptography Recommendations for TLS-based Applications,https://datatracker.ietf.org/doc/draft-ietf-uta-pqc-app/01/,2025-09-18,2026-03-25,Internet-Draft,Best practices for implementing quantum-ready usage profiles in TLS-based applications.,Guidance,Web; Mobile; Cloud; DNS,IETF UTA,FIPS 203;draft-ietf-tls-hybrid-design-16,International,N/A,N/A,Application-level PQC guidance for TLS,App developers,High,Updated,Migration Guidance,yes,public/library/draft-ietf-uta-pqc-app-01.html,tls-basics,,ietf,partial,IETF,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,https://datatracker.ietf.org/doc/draft-kwiatkowski-pquip-pqc-migration/,2025-07-20,2025-07-20,Internet-Draft (Expired 2026-01-21),"Migration guidance covering challenges, anti-patterns, and best practices for PQC transition.",Guidance,Enterprise IT; Standards Bodies,IETF Individual Submission,FIPS 203;FIPS 204;FIPS 205;RFC 9794,International,N/A,N/A,Strategic migration guidance,CTOs; Security Architects,High,Updated,Migration Guidance,yes,public/library/draft-kwiatkowski-pquip-pqc-migration-00.html,crypto-agility;pqc-testing-validation,FIPS 203/204/205,ietf,partial,IETF,
draft-wang-ipsecme-kem-auth-ikev2-03,KEM based Authentication for IKEv2 with Post-quantum Security,https://datatracker.ietf.org/doc/draft-wang-ipsecme-kem-auth-ikev2/03/,2025-03-03,2026-03-25,Internet-Draft,Specifies KEM-based authentication for IKEv2 as more efficient alternative to ML-DSA.,Protocol,VPN; Enterprise; Government,IETF Individual Submission,FIPS 203;IETF RFC 7296;RFC 9593,International,Lattice-based KEM,"L1,L3,L5",IKEv2 authentication with KEMs,VPN implementations,Medium,Updated,Protocols,yes,public/library/draft-wang-ipsecme-kem-auth-ikev2-03.html,vpn-ssh-pqc,,ietf,partial,IETF,
ETSI TS 103 744,Quantum-Safe Hybrid Key Exchanges,https://www.etsi.org/deliver/etsi_ts/103700_103799/103744/01.02.01_60/ts_103744v010201p.pdf,2023-02-01,2025-03-01,Published Technical Specification,"Framework for hybrid ECDH + ML-KEM with standard key combiners (concatenation, HKDF).",Protocol,Telecom; Gov; Enterprise; IoT,ETSI QSC,FIPS 203;NIST SP 800-227,Europe; International,Lattice+ECDH,"L1,L3,L5",Hybrid KEM in TLS/SSH/VPN,Reference test vectors,High,Validated,Protocols,yes,public/library/ETSI_TS_103_744.pdf,compliance-strategy;hybrid-crypto;ops-quantum-impact;os-pqc;standards-bodies;tls-basics;vpn-ssh-pqc,HKDF,etsi-cyber,yes,ETSI,
ETSI TR 103 619,Migration Strategies and Recommendations for Quantum-Safe Schemes,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,2020-07-01,2020-07-01,Published Technical Report,Strategic guidance for transitioning to quantum-safe cryptography.,Guidance,Enterprise; Gov; Telecom,ETSI QSC,NIST IR 8545;NIST IR 8547,Europe; International,N/A,N/A,Migration planning,Migration teams,Medium,Validated,International Frameworks,yes,public/library/ETSI_TR_103_619.pdf,arch-quantum-impact;compliance-strategy;crypto-agility;migration-program;standards-bodies,,etsi-cyber,yes,ETSI,
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,2022-09-01,2025-05-30,Policy/Advisory,"US government adoption requirements for ML-KEM-1024, ML-DSA-87, SLH-DSA, LMS/XMSS. Level 5 recommended.",Compliance/Policy,Government; Defense; NSS,NSA,FIPS 203;FIPS 204;FIPS 205;NIST SP 800-208,USA,Various,Level 5 recommended,All federal/NSS systems,Government procurement,High,Updated,Government & Policy,yes,public/library/CSA_CNSA_2.0_ALGORITHMS.pdf,aerospace-pqc;automotive-pqc;code-signing;compliance-strategy;confidential-computing;crypto-agility;data-asset-sensitivity;exec-quantum-impact;hsm-pqc;iot-ot-pqc;kms-pqc;network-security-pqc;pki-workshop;pqc-101;pqc-business-case;pqc-governance;pqc-risk-management;quantum-threats;secure-boot-pqc;standards-bodies;vendor-risk;crypto-mgmt-modernization,FIPS 203/204/205,nsa-media,partial,NSA,
NSA CNSA 2.0 FAQ,CNSA 2.0 Frequently Asked Questions,https://media.defense.gov/2022/Sep/07/2003071836/-1/-1/0/CSI_CNSA_2.0_FAQ_.PDF,2022-09-01,2024-12-01,Policy/Advisory,"FAQ document with implementation timelines: 2025-2030 prefer, 2030-2033 exclusive, 2035 complete.",Compliance/Policy,Government; Defense,NSA,NSA CNSA 2.0,USA,N/A,N/A,Implementation timeline guidance,Government agencies,High,Updated,Government & Policy,yes,public/library/CSI_CNSA_2.0_FAQ_.pdf,quantum-threats;crypto-agility;compliance-strategy;pqc-governance;migration-program;data-asset-sensitivity;crypto-mgmt-modernization,CNSA 2.0 CSA,nsa-media,partial,NSA,
BSI TR-02102-1,Cryptographic Mechanisms: Recommendations and Key Lengths,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,2025-01-31,2026-01-31,Technical Guideline,German federal recommendations including ML-KEM ML-DSA SLH-DSA XMSS LMS FrodoKEM Classic McEliece. Version 2026-01. Expanded PQC KEM and signature recommendations.,Compliance/Guidance,Gov;Finance;Critical Infrastructure;IT;Cryptography Research,BSI Germany,FIPS 203;FIPS 204;FIPS 205,Germany;EU;Global,Lattice; Hash-based; Code-based,"L3,L5 recommended",German federal systems and beyond,Various implementations,High,Updated,International Frameworks,yes,public/library/BSI-TR-02102-1.pdf,compliance-strategy;crypto-agility;energy-utilities-pqc;hybrid-crypto;pqc-governance;quantum-threats;standards-bodies;crypto-mgmt-modernization,re-download blocked: server returns HTML redirect,bsi,partial,BSI,
BSI TR-02102-2,Cryptographic Mechanisms: Recommendations for TLS,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,2025-01-31,2026-01-31,Technical Guideline,TLS-specific PQC recommendations including hybrid key exchange. Version 2026-01.,Compliance/Guidance,Web; Cloud; Enterprise,BSI Germany,BSI TR-02102-1;FIPS 203;RFC 8446,Germany; EU,Lattice+ECDH,N/A,TLS configuration,TLS implementations,High,Updated,Protocols,yes,public/library/BSI-TR-02102-2.pdf,tls-basics;compliance-strategy;standards-bodies;web-gateway-pqc,,bsi,partial,BSI,
BSI TR-02102-3,Cryptographic Mechanisms: Recommendations for IPsec,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-3.pdf,2025-01-31,2026-01-31,Technical Guideline,IPsec/IKEv2-specific PQC recommendations. Version 2026-01.,Compliance/Guidance,VPN; Enterprise; Gov,BSI Germany,BSI TR-02102-1;IETF RFC 7296,Germany; EU,Lattice+ECDH,N/A,IPsec/VPN configuration,VPN implementations,High,Updated,Protocols,yes,public/library/BSI-TR-02102-3.pdf,compliance-strategy;network-security-pqc;standards-bodies;vpn-ssh-pqc,,bsi,partial,BSI,
BSI TR-02102-4,Cryptographic Mechanisms: Recommendations for SSH,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-4.pdf,2025-01-31,2026-01-31,Technical Guideline,SSH-specific PQC recommendations for secure remote access. Version 2026-01.,Compliance/Guidance,Remote Access; Enterprise; Government,BSI Germany,BSI TR-02102-1;FIPS 203,Germany; EU,Lattice+ECDH,N/A,SSH configuration,OpenSSL; commercial SSH,High,Updated,Protocols,yes,public/library/BSI-TR-02102-4.pdf,vpn-ssh-pqc;compliance-strategy;standards-bodies,re-download blocked: server returns HTML redirect,bsi,partial,BSI,
ANSSI PQC Position Paper,Avis de l'ANSSI sur la Migration Vers la Cryptographie,https://cyber.gouv.fr/sites/default/files/2022/04/anssi-avis-migration-vers-la-cryptographie-post-quantique.pdf,2022-01-04,2022-01-04,Position Paper,"ANSSI publishes France's position on PQC transition, advocating hybrid post-quantum/classical schemes as the primary migration path. Provides phased approach guidance for French government and regulated entities.",Compliance/Guidance,Gov;Critical Infrastructure;Defense;Government;Government & Defense;Technology;Finance & Banking,ANSSI; French National Cybersecurity Agency,NIST IR 8545;NIST IR 8547;FIPS 203;FIPS 204,France;EU;Global;European Union,Hybrid PQC; Lattice-based,L5 recommended,French systems requiring long-term security,French government cryptographic systems,Medium,Validated,International Frameworks,yes,public/library/Avis de l'ANSSI sur la migration vers la cryptographie.pdf,compliance-strategy;crypto-agility;hybrid-crypto;pqc-governance;pqc-risk-management;quantum-threats;standards-bodies;migration-program;crypto-mgmt-modernization,re-download blocked: server returns HTML redirect,anssi,partial,ANSSI,
ANSSI PQC Follow-up Paper,ANSSI Views on Post-Quantum Cryptography Transition (2023 Follow-up),https://cyber.gouv.fr/sites/default/files/document/follow_up_position_paper_on_post_quantum_cryptography.pdf,2023-12-01,2023-12-01,Position Paper,Updated guidance on hybridization requirements and timeline phases through 2030+.,Compliance/Guidance,Gov; Critical Infrastructure,ANSSI France,ANSSI PQC Position Paper;NIST IR 8545;NIST IR 8547,France; EU,Lattice; Hash-based,L5 recommended,French national security systems,French agencies,High,Updated,International Frameworks,yes,public/library/follow_up_position_paper_on_post_quantum_cryptography.pdf,compliance-strategy;crypto-agility;hybrid-crypto;pqc-governance;quantum-threats;standards-bodies,ANSSI 2022,anssi,partial,ANSSI,
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,https://digital-strategy.ec.europa.eu/en/library/recommendation-coordinated-implementation-roadmap-transition-post-quantum-cryptography,2024-04-11,2024-04-11,Policy Recommendation,EU-wide coordination framework for member state PQC transitions. Target 2030 for critical systems.,Compliance/Policy,Gov; Critical Infrastructure; Finance,European Commission,NIST IR 8545;NIST IR 8547,EU,N/A,N/A,EU member state coordination,EU member states,High,Validated,Migration Guidance,yes,public/library/EU_PQC_Recommendation.html,digital-id;crypto-agility;compliance-strategy;pqc-governance;migration-program,ETSI QSC,ec,no,,
ENISA PQC Guidelines,Post-Quantum Cryptography: Current State and Quantum Mitigation,https://www.enisa.europa.eu/publications/post-quantum-cryptography-current-state-and-quantum-mitigation,2021-07-01,2024-12-01,Position Paper,ENISA recommendations on PQC adoption strategy for European organizations.,Guidance,Enterprise; Government; Critical Infrastructure,ENISA,NIST IR 8545;NIST IR 8547,EU,N/A,N/A,European PQC strategy,EU organizations,High,Updated,International Frameworks,yes,public/library/ENISA-PQC-Guidelines.pdf,crypto-agility,ETSI,enisa,partial,,
EUCC v2.0 ACM,EU Cybersecurity Certification Agreed Cryptographic Mechanisms v2.0,https://certification.enisa.europa.eu/document/download/f4657490-9757-4a97-8deb-fd4d6a1358ee_en?filename=EUCC_guidelines_Agreed+Cryptographic+Mechanisms+v2.pdf,2025-04-01,2025-04-01,Certification Framework,Includes PQC algorithms in Agreed Cryptographic Mechanisms for EUCC certification.,Compliance/Guidance,ICT Products; Services; EU Market,ECCG/ENISA,FIPS 203;FIPS 204;FIPS 205,EU,Lattice; Hash-based,"L1,L3,L5",EU product certification,EU vendors,High,New,International Frameworks,yes,public/library/EUCC_v2.0_ACM.pdf,crypto-agility;compliance-strategy;pqc-governance,FIPS 203/204/205;ISO 15408,enisa,partial,,
UK NCSC PQC Guidance,Preparing for Quantum-Safe Cryptography,https://www.ncsc.gov.uk/pdfs/whitepaper/preparing-for-quantum-safe-cryptography.pdf,2020-11-11,2020-11-11,White Paper,UK NCSC position paper on quantum computing threat to public-key cryptography; recommends QSC following NIST standardisation; rejects QKD for government/military use.,Guidance,Government; Critical National Infrastructure; Enterprise,UK NCSC,IETF RFC 8391;IETF RFC 8554;RFC 9708;RFC 9802;RFC 9858,UK; International,N/A,N/A,UK PQC migration strategy,UK organizations,High,Updated,Government & Policy,yes,public/library/preparing-for-quantum-safe-cryptography.pdf,crypto-agility;quantum-threats;compliance-strategy;pqc-risk-management;migration-program,XMSS;LMS;URL dead as of 2026-03-25,ncsc-uk,partial,NCSC,
NIST NCCoE SP 1800-38C,Migration to Post-Quantum Cryptography (Preliminary Draft),https://www.nccoe.nist.gov/sites/default/files/2023-12/pqc-migration-nist-sp-1800-38c-preliminary-draft.pdf,2023-12-01,2023-12-01,Preliminary Draft Practice Guide,Practical guidance for enterprise PQC migration with use cases and reference architectures.,Guidance,Enterprise IT; Gov; Finance,NIST NCCoE,FIPS 203;FIPS 204;FIPS 205,USA,N/A,N/A,Enterprise migration planning,Reference implementations,High,Validated,NIST Standards,yes,public/library/NIST_NCCoE_SP_1800-38C.pdf,arch-quantum-impact;crypto-agility;data-asset-sensitivity;exec-quantum-impact;migration-program;pqc-business-case;pqc-risk-management,FIPS 203/204/205,nist-csrc,partial,NIST,
ISO/IEC 14888-4:2024,Hash-based Digital Signatures,https://www.iso.org/standard/80492.html,2024-01-01,2024-01-01,International Standard,Standardizes XMSS and LMS stateful hash-based signatures at ISO level.,Algorithm,Global; All industries; Firmware,ISO/IEC JTC 1/SC 27,IETF RFC 8391;IETF RFC 8554;NIST SP 800-208,Global,Hash-based (stateful),L1-L5,ISO-certified hash-based signatures,Global implementations,Medium,New,Digital Signature,yes,public/library/ISO_IEC_14888-4_2024.html,stateful-signatures;vendor-risk;iot-ot-pqc,RFC 8554/8391,iso-iec-sc27,yes,ISO,
Japan CRYPTREC Report 2024,Post-Quantum Cryptography Evaluation Report,https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,2025-03-01,2025-03-01,Technical Report,Japanese government evaluation of PQC algorithms covering ML-KEM/DSA/SLH-DSA/FN-DSA/HQC with security analysis and migration guidance based on Mosca's inequality framework.,Guidance,Government; Critical Infrastructure; Finance,CRYPTREC Japan,FIPS 203;FIPS 204;FIPS 205;FIPS 206,Japan,N/A,N/A,Japanese PQC adoption guidance,Japanese agencies,High,Updated,Government & Policy,yes,public/library/Japan_CRYPTREC_Report_2024.pdf,quantum-threats,NIST FIPS 203/204/205/206,cryptrec,partial,,
Singapore-CSA-Quantum-Safe-Handbook,Quantum-Safe Handbook and Quantum Readiness Index,https://www.csa.gov.sg/resources/publications/quantum-safe-handbook-and-quantum-readiness-index/,2024-06-01,2024-06-01,Guidance,Singapore guidance for organizations preparing for PQC transition.,Guidance,Telecom; Finance; Critical Info Infrastructure,CSA Singapore,NIST IR 8545;NIST IR 8547,Singapore; ASEAN,N/A,N/A,Singapore PQC readiness,Singapore entities,Medium,Updated,Government & Policy,yes,public/library/Singapore_IMDA_Cyber_Security_Guide.html,crypto-agility;compliance-strategy;migration-program,ETSI,csa-singapore,partial,,
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,2023-09-01,2023-09-01,Guidance,Canadian Centre for Cyber Security guidance on PQC adoption.,Guidance,Government; Critical Infrastructure; Finance,CCCS Canada,NIST IR 8545;NIST IR 8547;NSA CNSA 2.0,Canada,N/A,N/A,Canadian PQC strategy,Canadian entities,Medium,New,Government & Policy,yes,public/library/Canada_CSE_PQC_Guidance.html,crypto-agility;compliance-strategy;migration-program,CNSA 2.0,cccs,partial,,
GSMA PQ.03 PQC Guidelines,Post-Quantum Cryptography Guidelines for Telecom Use Cases,https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,2024-10-01,2024-10-01,Permanent Reference Document,"Guidance for integrating PQC into TLS, IKE, and 5G infrastructure.",Guidance,Mobile Networks; Telecom; 5G,GSMA,FIPS 203;FIPS 204,Global,Hybrid approaches,N/A,5G and mobile network PQC,Mobile operators,High,New,Protocols,yes,public/library/GSMA_PQ.03_PQC_Guidelines.pdf,5g-security,FIPS 203/204;3GPP standards,gsma,partial,,
3GPP TS 33.501,Security Architecture and Procedures for 5G System,https://www.3gpp.org/dynareport/33501.htm,2025-06-01,2025-12-01,Technical Specification,"5G security architecture specification. PQC enhancements are being introduced via ongoing 3GPP work items (see TR 33.841). Covers authentication, key hierarchy, and SUCI protection.",Protocol,Mobile Networks; 5G; Telecom,3GPP,FIPS 203;FIPS 204,Global,Hybrid approaches,"L3,L5",5G network security,Network equipment vendors,High,New,Protocols,yes,public/library/3GPP_TS_33.501.html,5g-security,FIPS 203/204;GSMA guidelines,gsma,no,,
IETF RFC 8391,XMSS: eXtended Merkle Signature Scheme,https://www.rfc-editor.org/rfc/rfc8391.html,2018-05-01,2018-05-01,Informational,Specifies XMSS stateful hash-based signatures for long-term security.,Algorithm,Firmware; Long-term Security; Archival,IETF CFRG,,International,Hash-based (stateful),L1-L5,Firmware and long-term signatures,Various implementations,Medium,Validated,Digital Signature,yes,public/library/IETF_RFC_8391.html,code-signing;hsm-pqc;iot-ot-pqc;kms-pqc;secure-boot-pqc;stateful-signatures,,ietf,yes,IETF,
IETF RFC 8554,Leighton-Micali Hash-Based Signatures,https://www.rfc-editor.org/rfc/rfc8554.html,2019-04-01,2019-04-01,Informational,Specifies LMS/HSS stateful hash-based signature schemes.,Algorithm,Firmware; Critical Infrastructure; Secure Boot,IETF CFRG,,International,Hash-based (stateful),L1-L5,Secure boot and firmware signing,wolfSSL; Bouncy Castle,Medium,Validated,Digital Signature,yes,public/library/IETF_RFC_8554.html,code-signing;email-signing;hsm-pqc;iot-ot-pqc;kms-pqc;secure-boot-pqc;stateful-signatures,,ietf,yes,IETF,
