software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id
QuintessenceLabs qStream,CSC-047,Quantum Random Number Generator (QRNG),Hardware,Yes (Quantum Entropy),High-speed hardware QRNG generating quantum entropy via quantum optical noise at up to 1 Gbps. Available as PCIe and network-attached appliance. Integrates with QuintessenceLabs qCrypt key and policy management. Provides NIST SP 800-90B compliant entropy source suitable for PQC key generation and HSM seeding. Used in Australian government and financial sector deployments.,Commercial,Commercial,qStream 200,2024,Yes (NIST SP 800-90B),High,Linux PCIe Network Appliance,Finance Government Defense Energy,https://www.quintessencelabs.com/products/qstream/,,High-speed hardware QRNG with quantum optical entropy. NIST SP 800-90B compliant. Used in government and finance for PQC key generation and HSM entropy seeding.,Trusted Vendor,Verified,2026-02-21,"prepare,launch",aerospace-pqc;energy-utilities-pqc;entropy-randomness;hsm-pqc;research-quantum-impact,VND-180
ID Quantique Cerberis XGR QKD,CSC-030,Quantum Key Distribution Software,Hardware,Yes (QKD),"Commercial QKD system for metropolitan and campus networks. Supports DV-QKD (Discrete Variable) using the COW (Coherent One-Way) and BB84 protocols. Integrates with ETSI QKD API standards for network interoperability. Supports hybrid QKD+PQC key generation for defense-in-depth quantum-safe key exchange. Deployed in Swiss banking (PostFinance), government networks, and data centers.",Commercial,Commercial,Cerberis XGR,2024,No,High,Optical Fiber (SMF) Network Appliance,Finance Government Defense Telecom,https://www.idquantique.com/quantum-safe-security/products/cerberis-qkd-system/,,Leading commercial QKD system with CV and DV modes. ETSI API compliant for network integration. Deployed in banking and government with hybrid QKD+PQC capability.,Trusted Vendor,Verified,2026-02-21,"launch,rampup",5g-security;aerospace-pqc;crypto-dev-apis;qkd,VND-157
Toshiba QKD System,CSC-030,Quantum Key Distribution Software,Hardware,Yes (QKD),Toshiba QKD system using differential phase shift (DPS) protocol achieving world-record key rates. Supports high-speed QKD over standard SMF up to 600 km via Twin Field QKD protocol (no trusted relay nodes required). Deployed in Tokyo QKD network and UK National Quantum Network. Toshiba Europe chairs ETSI ISG QKD standards committee. Integrates with PQC for hybrid quantum-safe key distribution in enterprise and government networks.,Commercial,Commercial,Multiplexed QKD v2,2025,No,High,Optical Fiber Network Appliance,Government Defense Finance Telecom,https://www.global.toshiba/ww/products-solutions/security-ict/qkd.html,,High-speed QKD with world-record key rates. ETSI standards leader. Deployed in Tokyo and UK national quantum networks with PQC hybrid capability.,Trusted Vendor,Verified,2026-02-21,"launch,rampup",5g-security;aerospace-pqc;qkd,VND-158
Quantum Bridge Subsea QKD,CSC-030,Quantum Key Distribution Software,Hardware,Yes (QKD; ML-KEM),QKD-as-a-service platform targeting subsea and long-distance fiber deployments. Uses Trusted Node architecture to extend QKD beyond single fiber spans. Provides quantum-safe key exchange integrated with PQC (ML-KEM) in hybrid mode for government and critical infrastructure. Focused on satellite-ground and metro QKD networks. Participation in European Quantum Internet Alliance (QIA) projects.,Commercial,Commercial,Current,2025,No,Medium,Optical Fiber Satellite Ground Station,Government Defense Telecom Energy,https://www.quantum-bridge.com/,,QKD-as-a-service for long-distance and subsea networks. Hybrid QKD+PQC deployment model. Targeting government and critical infrastructure with trusted node architecture.,Trusted Vendor,Partially Verified,2026-03-25,"launch,rampup",5g-security;aerospace-pqc;energy-utilities-pqc;qkd,VND-156
Thales High Speed Encryptor (HSE),CSC-048,Network Encryptors,Network,Yes (ML-KEM ML-DSA SLH-DSA FN-DSA),Crypto-agile high-speed network encryptors supporting all four NIST PQC standards: ML-KEM (FIPS 203) ML-DSA (FIPS 204) SLH-DSA (FIPS 205) and ML-DSA (Falcon) via field-upgradeable firmware. Also supports XMSS and FrodoKEM. ETSI QKD interface for hybrid QKD+PQC deployments. FPGA-based crypto-agile design enables in-field firmware upgrades without hardware replacement. Covers RAN/O-RAN to edge datacenter and core networks including 5G environments. FIPS 140-2 Level 3 and Common Criteria EAL 4+ certified.,Commercial,Commercial,HSE Firmware PQC Release (Mar 2025),2025-03,Yes (FIPS 140-2 L3 / CC EAL4+),Critical,Ethernet 1G 10G 40G 100G Fiber,Finance Government Defense Telecom,https://cpl.thalesgroup.com/encryption/network-encryption,,Enterprise-grade crypto-agile network encryptors with production ML-KEM/ML-DSA/SLH-DSA/FN-DSA support. FPGA-based field-upgradeable. ETSI QKD interface. Used in NATO and government critical infrastructure.,Trusted Vendor,Verified,2026-02-24,"test,migrate,launch",5g-security;aerospace-pqc;network-security-pqc;qkd;vpn-ssh-pqc,VND-041
Senetas CN7000 Series,CSC-048,Network Encryptors,Network,Yes (ML-KEM; ML-DSA),"FPGA-based crypto-agile network encryptors supporting all NIST-selected PQC algorithms post August 2024 standardization. First-to-market with Quantum Resistant Encryption (QRE) supporting hybrid classical+PQC key exchange. Field-updateable without hardware replacement. Certified under Malaysia PKTN scheme (Confidential classification, September 2025). Supports both QKD and PQC hybrid deployments for critical infrastructure.",Commercial,Commercial,CN7000 Series (2025),2025-09,Yes (PKTN Confidential / Common Criteria),Critical,Ethernet 1G 10G 40G 100G Fiber,Government Defense Finance Critical Infrastructure,https://www.senetas.com/solutions/network-encryption-devices/cn7000-series/,,First-to-market FPGA-based quantum-resistant network encryptors. Hybrid QKD+PQC support. PKTN certified for classified government use. Subsidiary of Thales.,Trusted Vendor,Verified,2026-02-21,"test,migrate,launch",aerospace-pqc;network-security-pqc;qkd;vpn-ssh-pqc,VND-038
Adva Network Security FSP 3000 S-Flex,CSC-048,Network Encryptors,Network,Yes (Classic McEliece),World-first BSI-approved 400G quantum-safe Layer 1 network encryptor (September 2025). Uses AES-256 with hybrid crypto-agile key exchange combining PQC and classical Diffie-Hellman. ConnectGuard™ technology provides ultra-low-latency encryption. Protects against Harvest-Now-Decrypt-Later attacks. German Federal Office for Information Security (BSI) certified — most rigorous European network encryption approval.,Commercial,Commercial,FSP 3000 S-Flex 400G,2025-09,Yes (BSI approved),Critical,400G Optical DWDM Fiber,Telecom Government Finance Critical Infrastructure,https://www.advasecurity.com/en/newsroom/press-releases/20250925-adva-network-security-scores-world-first-with-bsi-approved-400g-encryption-solution,,World-first BSI-approved 400G quantum-safe Layer 1 encryptor. ConnectGuard hybrid PQC+classical AES-256 for optical transport. Protects against HNDL attacks.,Trusted Vendor,Verified,2026-02-21,"test,migrate,launch",5g-security;network-security-pqc;vpn-ssh-pqc,VND-152
Ciena WaveLogic 6 Extreme,CSC-048,Network Encryptors,Network,Yes (ML-KEM),Industry-leading 1.6 Tbps quantum-safe optical transport encryption. WaveLogic 6 Extreme integrates NIST PQC algorithms with AES-256-GCM in hybrid mode and supports QKD vendor interoperability for defense-in-depth quantum security. Protects long-distance DWDM optical networks at Layer 1. Existing WaveLogic 5e 800G deployments upgradeable via software.,Commercial,Commercial,WaveLogic 6 Extreme (2026),2026-01,No,High,1.6T 800G Optical DWDM,Telecom Government Finance Cloud Providers,https://www.ciena.com/insights/blog/2026/1.6t-quantum-safe-encryption-protecting-critical-data-at-scale,,1.6 Tbps quantum-safe optical transport with hybrid PQC+QKD. Industry-leading throughput for DWDM backbone networks. Software-upgradeable from 800G deployments.,Trusted Vendor,Verified,2026-02-21,"test,migrate,launch",5g-security;network-security-pqc;qkd;vpn-ssh-pqc,VND-153
EJBCA,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (via Bouncy Castle; ML-DSA),PKI software with PQC support via Bouncy Castle integration. Can issue X.509 certificates with quantum-resistant signatures (ML-DSA) and support hybrid certificate chains.,Open Source,LGPL/Enterprise,9.x,2025,Yes (Enterprise),Critical,Linux Windows Docker Kubernetes,All industries,https://www.ejbca.org/,https://github.com/Keyfactor/ejbca-ce,Enterprise PKI and Certificate Authority software. Supports X.509 CMP SCEP EST ACME protocols.,Community/Commercial,Verified,2026-02-13,"assess,migrate",arch-quantum-impact;merkle-tree-certs;ops-quantum-impact;pki-workshop,VND-024
DigiCert Trust Lifecycle Manager,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (Hybrid PQC Certificates ML-DSA),PQC pioneer with hybrid certificate issuance capabilities. Supports hybrid X.509 certificates combining classical RSA/ECDSA with ML-DSA signatures. PQC certificate testing environment available. Automated discovery of quantum-vulnerable certificates.,Commercial,Commercial,Current,2025,Yes (WebTrust),Critical,Cloud SaaS,All industries,https://www.digicert.com/trust-lifecycle-manager,,Leading CA with PQC hybrid certificate capabilities. Automated certificate lifecycle management with quantum readiness assessment.,Trusted Vendor,Verified,2026-02-16,"assess,migrate",arch-quantum-impact;merkle-tree-certs;network-security-pqc;ops-quantum-impact;pki-workshop;pqc-risk-management,VND-012
Sectigo Certificate Manager,CSC-041,Certificate Lifecycle Management,Security Stack,Planned,Dedicated PQC readiness page indicates active development. Certificate lifecycle management platform preparing for PQC certificate issuance. Hybrid certificate support expected.,Commercial,Commercial,Current,2025,Yes (WebTrust),High,Cloud SaaS,All industries,https://sectigo.com/post-quantum-cryptography,,Major CA preparing for PQC certificate transition. Certificate lifecycle management platform with PQC readiness planning.,Trusted Vendor,Partially Verified,2026-02-16,"assess,migrate",arch-quantum-impact;merkle-tree-certs;ops-quantum-impact;pki-workshop,VND-181
IBM Guardium Quantum Safe,CSC-049,Cryptographic Discovery Platforms,Security Stack,Detection Only,Enterprise platform for cryptographic discovery and quantum-safe posture management. Scans source code binaries network traffic and IT assets to create a comprehensive cryptographic inventory (CBOM). Risk-based prioritization identifies quantum-vulnerable algorithms and provides remediation guidance aligned with NIST CNSA 2.0 timelines. Integrates with IBM Concert for compliance dashboards. Part of IBM Quantum Safe portfolio alongside Qiskit SDK.,Commercial,Commercial (IBM),Current,2025,No,Critical,Enterprise Cloud On-Premise,Government Finance Healthcare Defense,https://www.ibm.com/products/guardium-quantum-safe,,Enterprise cryptographic posture management platform. Automated CBOM generation quantum-vulnerable algorithm detection and risk-based PQC migration planning.,Trusted Vendor,Verified,2026-02-21,"assess,plan,rampup",aerospace-pqc;arch-quantum-impact;compliance-strategy;crypto-agility;data-asset-sensitivity;exec-quantum-impact;healthcare-pqc;migration-program;ops-quantum-impact;platform-eng-pqc;pqc-business-case;pqc-risk-management;vendor-risk,VND-019
Google Chrome,CSC-037,Web Browsers,Application,Yes (ML-KEM),Google Chrome supports ML-KEM for TLS 1.3 key exchanges to protect against Harvest Now Decrypt Later attacks. ML-KEM (FIPS 203) is enabled by default in Chrome 131+ for all platforms.,Open Source,Freeware,131+,2024-11,No,Critical,Windows macOS Linux Android iOS,All industries,https://chromestatus.com/feature/5186851614359552,,Dominant web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics,VND-018
Microsoft Edge,CSC-037,Web Browsers,Application,Yes (ML-KEM),Microsoft Edge supports ML-KEM for TLS 1.3 key exchanges. Enabled by default in Edge 131+.,Commercial,Freeware,131+,2024-11,No,Critical,Windows macOS Linux Android iOS,All industries,https://learn.microsoft.com/en-us/deployedge/microsoft-edge-relnote-stable-channel,,Enterprise web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics,VND-027
Mozilla Firefox,CSC-037,Web Browsers,Application,Yes (ML-KEM),Mozilla Firefox supports ML-KEM for TLS 1.3 key exchanges via NSS. Enabled by default in Firefox 132+ for all platforms. Supports X25519MLKEM768 hybrid.,Open Source,MPLv2,132+,2024-10,No,Critical,Windows macOS Linux Android iOS,All industries,https://blog.mozilla.org/security/2024/09/26/ml-kem-in-nss/,,Open-source web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics,VND-199
Apple Safari,CSC-037,Web Browsers,Application,Yes (ML-KEM),Apple Safari supports ML-KEM for TLS 1.3 key exchanges via the OS-level CryptoKit. Supported on iOS 18+ and macOS 15+.,Proprietary,Freeware,18.0+,2024-09,Yes (CoreCrypto),Critical,macOS iOS iPadOS,All industries,https://developer.apple.com/safari/,,Apple ecosystem web browser with PQC via OS integration.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics,VND-002
Crypto4A QxHSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,Yes (ML-KEM ML-DSA SLH-DSA LMS XMSS),"First HSM submitted for FIPS 140-3 Level 3 certification with all NIST PQC algorithms. Powered by the QASM cryptographic core natively supporting ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), and LMS stateful hash-based signatures. QxHSM v4.4 (Dec 2024) added ML-DSA and full NIST PQC OID support. QxOS 5 firmware (June 2025) delivers next-generation quantum-safe HSM platform. FIPS 140-3 Level 3 certification submitted March 2025, currently in NIST MIP list. Available in desktop (QxBMC-1), 1U three-blade (QxBMC-3), and 4U twelve-blade (QxBMC-12) chassis. Engineered, manufactured, and assembled in Canada.",Commercial,Commercial,QxOS 5,2025-06,Pending (FIPS 140-3 L3 submitted Mar 2025),Critical,Linux Hardware,"Finance, Government, Defense, Enterprise",https://crypto4a.com/products/blade-modules/qx-hsm,,PQC-capable HSM with FIPS 140-3 Level 3 certification pending (submitted March 2025). Supports all NIST PQC algorithms via the QASM cryptographic core. Canadian sovereign hardware designed for government and enterprise quantum-safe deployments.,Trusted Vendor,Verified,2026-03-24,"prepare,migrate,launch",aerospace-pqc;hsm-pqc;vendor-risk,VND-010
Securosys CloudHSM,CSC-046,Cloud Hardware Security Module (HSM),Cloud,Yes (ML-KEM ML-DSA SLH-DSA HSS-LMS XMSS),"HSM-as-a-Service built on Swiss Primus HSM hardware delivering full post-quantum cryptography support. Supports ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), plus stateful hash-based signatures HSS-LMS and XMSS. Includes CloudHSM SBX (Sandbox) for testing PQC migration strategies with dual HSM synchronization before production rollout. REST API access via Transaction Security Broker (TSB) middleware — language-agnostic integration without client libraries. Available in ECO tier for smaller workloads and Enterprise tier for production. Swiss infrastructure; same FIPS 140-2 Level 3 and CC EAL4+ validated hardware as Primus HSM.",Commercial,Commercial,Current,2025,Yes (FIPS 140-2 L3 CC EAL4+),Critical,Cloud API,"Finance, Government, Healthcare, Defense",https://www.securosys.com/cloud-security/cloudhsm-overview,,Swiss HSM-as-a-Service with comprehensive PQC algorithm support. CloudHSM SBX sandbox environment enables safe PQC migration testing before production. REST API via Transaction Security Broker.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",aerospace-pqc;crypto-dev-apis;healthcare-pqc;hsm-pqc;migration-program,VND-037
