reference_id,document_title,download_url,initial_publication_date,last_update_date,last_verified,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,free_summary_url,access_type,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url,download_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,status,deprecated_at,deprecated_reason,pqc_heatmap_protocols,pqc_heatmap_protocols_evidence,math_family,pqc_round,lifecycle_state,superseded_by,purpose
RFC 9794,Terminology for Post-Quantum Traditional Hybrid Schemes,https://www.rfc-editor.org/rfc/rfc9794.html,2025-06,2025-06-01,2026-08-11,Informational,Defines terminology for PQ/T hybrid schemes including composite KEMs and signatures.,Government Guidance,IT; Standards Bodies; Protocol Developers,IETF PQUIP,,PQC-REGION-GLOBAL,ML-KEM; ML-DSA,,Hybrid terminology standardization,,High,New,Migration Guidance,yes,,,library/RFC_9794.html,hybrid-crypto;pqc-testing-validation;pki-workshop;crypto-agility;dev-quantum-impact;standards-bodies,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,reference
RFC 9802,Use of HSS and XMSS Hash-Based Signature Algorithms in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9802.html,2025-06,2025-06-01,2026-08-11,Proposed Standard,Defines OIDs and certificate structures for stateful hash-based signatures in X.509.,Compliance Framework,PKI; Gov; Critical Infrastructure,IETF LAMPS,IETF RFC 8391;IETF RFC 8554;NIST SP 800-208,PQC-REGION-GLOBAL,Hash-based (stateful),L1-L5,X.509 certificates with HBS,Bouncy Castle,Medium,Updated,PKI Certificate Management,yes,,,library/RFC_9802.html,stateful-signatures;pki-workshop;hybrid-crypto;aerospace-pqc;code-signing;secure-boot-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
RFC 9810,Certificate Management Protocol (CMP),https://www.rfc-editor.org/rfc/rfc9810.html,2025-07,2025-07-01,2026-08-11,Standards Track,Adds KEM key transport to CMP. Obsoletes RFC 4210.,RFC,PKI; Enterprise CA; IoT,IETF LAMPS,FIPS 203;RFC 9629,PQC-REGION-GLOBAL,Lattice-based,"L1,L3,L5",PKI certificate management with PQC,PKI implementations,Medium,Updated,PKI Certificate Management,yes,,,library/RFC_9810.html,pki-workshop;iot-ot-pqc;crypto-mgmt-modernization;ops-quantum-impact;pki-enrollment-protocols,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
RFC 9814,Use of SLH-DSA in CMS,https://www.rfc-editor.org/rfc/rfc9814.html,2025-07-19,2025-07-19,2026-08-11,Proposed Standard,"Defines SPHINCS+ (SLH-DSA), the stateless hash-based signature standard, usage in Cryptographic Message Syntax. Included for comparison with stateful LMS/XMSS schemes.",RFC,IT; Critical Infrastructure; Archival,IETF LAMPS,FIPS 205;RFC 5652,PQC-REGION-GLOBAL,Hash-based (stateless),"L1,L3,L5","CMS signatures, S/MIME",liboqs,Medium,Validated,Protocols,yes,,,library/RFC_9814.html,email-signing; code-signing; slh-dsa; secure-boot-pqc; standards-bodies,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
RFC 9858,Additional Parameter Sets for HSS/LMS Hash-Based Signatures,https://www.rfc-editor.org/rfc/rfc9858.html,2025-10,2025-04-01,2026-08-11,Standards Track,"Adds SHA-256/192, SHAKE256/256, and SHAKE256/192 parameter sets for LMS/HSS, reducing signature sizes by 35-40% compared to the original RFC 8554 SHA-256 parameter sets.",Reference,Firmware; IoT,IETF CFRG,IETF RFC 8554,PQC-REGION-GLOBAL,Hash-based (stateful),L1-L5,Extended LMS options,Firmware implementations,Low,Updated,Digital Signature,yes,,,library/RFC_9858.html,stateful-signatures;iot-ot-pqc;code-signing;aerospace-pqc;secure-boot-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
RFC 9882,Use of ML-DSA in CMS,https://www.rfc-editor.org/rfc/rfc9882.html,2025-10-29,2025-10-29,2026-08-11,Proposed Standard,Defines ML-DSA (Dilithium) usage in CMS for document and message signing.,RFC,Email; Messaging; JAR signing; Document Signing,IETF LAMPS,FIPS 204;RFC 5652,PQC-REGION-GLOBAL,Lattice-based,"L2,L3,L5",CMS signatures,OpenSSL provider,High,Validated,Protocols,yes,,,library/RFC_9882.html,email-signing; pki-workshop; hybrid-crypto; iot-ot-pqc; secure-boot-pqc; standards-bodies,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
draft-ietf-tls-hybrid-design-16,Hybrid key exchange in TLS 1.3,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/,2026-07-15,2025-09-07,2026-08-11,Internet-Draft (RFC Editor Queue),Framework for hybrid key exchange combining traditional and PQ algorithms in TLS 1.3.,Internet-Draft,Web; Cloud; Enterprise; IoT,IETF TLS WG,FIPS 203;RFC 8446,PQC-REGION-GLOBAL,PQ/T Hybrid,"L1,L3,L5",TLS 1.3 hybrid key exchange design,TLS implementations,High,Updated,Protocols,yes,,,library/draft-ietf-tls-hybrid-design-16.html,tls-basics;hybrid-crypto;web-gateway-pqc;dev-quantum-impact;kms-pqc,,ietf,partial,IETF,,url_authoritative,registered,In RFC Editor Queue as of 2026-05-15; awaiting RFC publication. (Previous CSV status text incorrectly marked Expired.) | 2026-06-05: RFC Editor Queue in progress per Datatracker,60,active,,,TLS-1.3,,,,Draft,,
draft-ietf-tls-ecdhe-mlkem-04,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLSv1.3,https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.txt,2026-05-26,2026-05-26,2026-08-11,Internet-Draft (Standards Track),"Specifies X25519MLKEM768, SecP256r1MLKEM768, and SecP384r1MLKEM1024 hybrid groups for TLS 1.3. Normative hybrid framework: draft-ietf-tls-hybrid-design (also in RFC Ed Queue). Both drafts in final pre-publication stage as of Feb 2026.",Internet-Draft,Web; Cloud; Enterprise,IETF TLS WG,FIPS 203;RFC 8446;RFC 9847;draft-ietf-tls-hybrid-design-16;NIST SP 800-227,PQC-REGION-GLOBAL,Lattice + ECDH,"L1,L3,L5",TLS 1.3 hybrid ECDHE-MLKEM,OpenSSL; BoringSSL; Cloudflare,High,Updated,Protocols,yes,,,library/draft-ietf-tls-ecdhe-mlkem-04.html,dev-quantum-impact;hybrid-crypto;network-security-pqc;tls-basics;web-gateway-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: refreshed to latest version — draft-ietf-tls-ecdhe-mlkem-05 (2026-05-26),60,deprecated,2026-08-22,mislabelled duplicate of draft-ietf-tls-ecdhe-mlkem-05: this row is named -04 but its download_url is -05.txt AND its cached capture draft-ietf-tls-ecdhe-mlkem-04.html contains the -05 document (its body names draft-ietf-tls-ecdhe-mlkem-05). It never held the revision its id claims.,,,,,,draft-ietf-tls-ecdhe-mlkem-05,
draft-ietf-tls-mlkem-07,ML-KEM Post-Quantum Key Agreement for TLS 1.3,https://datatracker.ietf.org/doc/draft-ietf-tls-mlkem/,2026-07-28,2026-07-28,2026-08-11,Internet-Draft (Revised I-D Needed),Defines ML-KEM-512 ML-KEM-768 and ML-KEM-1024 as NamedGroups for pure PQ key agreement in TLS 1.3. WGLC issues identified requiring revision. Expires Aug 2026.,Internet-Draft,Web; Cloud; Government,IETF TLS WG,FIPS 203;RFC 8446,PQC-REGION-GLOBAL,Lattice-based,"L1,L3,L5",TLS 1.3 pure PQ key exchange,Reference implementations,High,Updated,Protocols,yes,,,library/draft-ietf-tls-mlkem-07.html,tls-basics,,ietf,partial,IETF,,url_authoritative,registered,"Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. Version gap recorded 2026-08-22: this row cites -07, but its OWN cached datatracker page lists versions through -09 and reads ""Last updated 2026-07-28"". The reference_id is a primary key and is NOT renamed — a -09 row is add-catalog-row's job. Nothing in the pipeline compares a row's claims against its own cached document, which is how this drifted silently across 10 active draft rows.",60,active,,,,,,,,,
draft-ietf-ipsecme-ikev2-mlkem,Post-quantum Hybrid Key Exchange with ML-KEM in IKEv2,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-mlkem/,2023-11-01,2025-09-29,,Internet-Draft,Specifies ML-KEM in IKEv2 for quantum-resistant VPN and IPsec key establishment.,Internet-Draft,VPN; Enterprise; Government; Cloud,IETF IPSECME WG,FIPS 203;IETF RFC 7296;IETF RFC 9370;NIST SP 800-227,PQC-REGION-GLOBAL,Lattice-based,"L1,L3,L5",IKEv2/IPsec with ML-KEM,StrongSwan; Cisco; Juniper,High,Updated,Protocols,yes,,,library/draft-ietf-ipsecme-ikev2-mlkem-03.html,network-security-pqc;vpn-ssh-pqc;ops-quantum-impact,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,deprecated,2026-05-15,bare slug; superseded by draft-ietf-ipsecme-ikev2-mlkem-05,,,,,,draft-ietf-ipsecme-ikev2-mlkem-05,
draft-yang-tls-hybrid-sm2-mlkem-03,Hybrid Post-quantum Key Exchange SM2-MLKEM for TLSv1.3,https://datatracker.ietf.org/doc/draft-yang-tls-hybrid-sm2-mlkem/,2026-05-19,2025-11-15,2026-08-11,Internet-Draft,Defines curveSM2MLKEM768 hybrid for TLS 1.3 combining Chinese SM2 curve with ML-KEM.,Internet-Draft,China; Asia-Pacific; Government,IETF Individual Submission,FIPS 203,CN;PQC-REGION-GLOBAL,SM2 + Lattice,L3,TLS for Chinese standards compliance,Chinese TLS implementations,Medium,Updated,Protocols,yes,,,library/draft-yang-tls-hybrid-sm2-mlkem-02.html,hybrid-crypto;tls-basics;web-gateway-pqc,GM/T 0003.2;ISO/IEC 14888-3,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
RFC 9881,Algorithm Identifiers for ML-DSA in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9881.html,2025-10,2025-10-29,2026-08-11,Proposed Standard,Defines X.509 OIDs and certificate structures for ML-DSA (Dilithium) signatures. Supersedes draft-ietf-lamps-dilithium-certificates.,Compliance Framework,Gov; Finance; Web PKI; Identity,IETF LAMPS,FIPS 204;RFC 5280,PQC-REGION-GLOBAL,Lattice-based,"L2,L3,L5",PQ signatures in X.509 certificates,OpenSSL 3.5+; BoringSSL,High,Updated,PKI Certificate Management,yes,,,library/RFC_9881.html,pki-workshop; email-signing; hybrid-crypto; iot-ot-pqc; merkle-tree-certs; pki-enrollment-protocols; cbom; crypto-registry; secure-boot-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,
draft-ietf-lamps-pq-composite-kem-12,Composite ML-KEM for Use in X.509 PKI and CMS,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,2023-03-02,2026-01-08,,Internet-Draft (In WG Last Call),Composite (classical+PQC) KEM combining RSA-OAEP/ECDH/X25519/X448 with ML-KEM for X.509 and CMS. In WG Last Call. Expires July 2026.,Compliance Framework,Gov; Regulated industries; Finance,IETF LAMPS,FIPS 203;RFC 5280;RFC 8017;NIST SP 800-227,PQC-REGION-GLOBAL,RSA/ECDH + ML-KEM,"L1,L3,L5",Hybrid certificates and CMS,OpenSSL; BoringSSL,Medium,Updated,PKI Certificate Management,yes,,,library/draft-ietf-lamps-pq-composite-kem-12.html,hybrid-crypto;pki-workshop;crypto-agility;kms-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,deprecated,2026-05-15,superseded by draft-ietf-lamps-pq-composite-kem-19,,,,,,draft-ietf-lamps-pq-composite-kem-19,
draft-ietf-lamps-pq-composite-sigs-15,Composite ML-DSA for Use in X.509 PKI and CMS,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,2023-03-02,2026-02-24,,Internet-Draft (In IETF Last Call),Composite ML-DSA signatures combining RSA/ECDSA/Ed25519 with ML-DSA for hybrid PKI. Version 15 published Feb 2026 (still in IETF Last Call). Local cached copy is v14; live spec at datatracker URL.,Compliance Framework,Gov; Regulated industries; Finance,IETF LAMPS,FIPS 186-5;FIPS 204;RFC 5280,PQC-REGION-GLOBAL,RSA/ECDSA + ML-DSA,"L2,L3,L5",Hybrid certificate signatures,OpenSSL; BoringSSL,Medium,Updated,PKI Certificate Management,yes,,,library/draft-ietf-lamps-pq-composite-sigs-14.html,hybrid-crypto;pki-workshop;code-signing;crypto-agility,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,deprecated,2026-05-15,superseded by draft-ietf-lamps-pq-composite-sigs-19,,,,,,draft-ietf-lamps-pq-composite-sigs-19,
draft-ietf-lamps-cms-kyber-13,Use of ML-KEM in the Cryptographic Message Syntax (CMS),https://datatracker.ietf.org/doc/draft-ietf-lamps-cms-kyber/,2023-01-10,2026-03-01,,Published (RFC 9936),ML-KEM in CMS using KEMRecipientInfo from RFC 9629. Submitted to IESG and in RFC Editor Queue as RFC 9936 (AUTH48 stage).,Internet-Draft,Secure Messaging; Document Encryption; Email,IETF LAMPS,FIPS 203;RFC 9629,PQC-REGION-GLOBAL,Lattice-based,"L1,L3,L5",CMS PQ KEM encryption,OpenSSL CMS,High,Updated,Protocols,yes,,,library/draft-ietf-lamps-cms-kyber-13.html,email-signing;hybrid-crypto,Published as RFC 9936 March 2026,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,deprecated,2026-05-15,superseded by RFC-9936 (published 2026-03),,,,,,RFC-9936,
draft-ietf-openpgp-pqc-17,Post-Quantum Cryptography in OpenPGP,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,2026-06-30,2026-01-13,2026-08-11,"Internet-Draft (RFC Editor Queue, Blocked)",PQC for OpenPGP: composite ML-KEM+ECC encryption composite ML-DSA+ECC signatures and standalone SLH-DSA. Submitted to IESG for publication as Proposed Standard. Expires July 2026.,Internet-Draft,Email; File Encryption; Code Signing,IETF OpenPGP WG,FIPS 203;FIPS 204;FIPS 205;RFC 9580,PQC-REGION-GLOBAL,Lattice+ECDH/EdDSA; Hash-based,"L3,L5",OpenPGP/GPG with PQC,GnuPG; OpenPGP.js; GopenPGP; Thunderbird (experimental),Medium,Updated,Protocols,yes,,,library/draft-ietf-openpgp-pqc-17.html,code-signing;email-signing;os-pqc;platform-eng-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: advanced to RFC Editor Queue (blocked) per Datatracker,60,active,,,,,,,,,
draft-ietf-pquip-pqc-engineers-14,Post-Quantum Cryptography for Engineers,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-engineers/,2023-07-06,2025-08-26,,Internet-Draft (RFC Editor Queue),Practical guidance for engineers implementing PQC algorithms and protocols.,Government Guidance,All IT sectors,IETF PQUIP,FIPS 203;FIPS 204;FIPS 205,PQC-REGION-GLOBAL,ML-KEM; ML-DSA; SLH-DSA; FN-DSA; XMSS; LMS,,Migration preparation guidance,Engineering teams,Medium,Updated,Migration Guidance,yes,,,library/draft-ietf-pquip-pqc-engineers-14.html,crypto-agility;dev-quantum-impact;pqc-101;quantum-threats;standards-bodies;crypto-dev-apis;slh-dsa,FIPS 203/204/205;TLS/SSH/IKE,ietf,partial,IETF,,url_authoritative,registered,"Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: status corrected — in RFC Editor Queue, not expired (IETF Datatracker)",60,deprecated,2026-07-29,published as RFC-9958 (RFC header: 'Was draft-ietf-pquip-pqc-engineers') -- found during 07-29 library-stub-completion pass,,,,,,RFC-9958,
draft-ietf-pquip-hybrid-signature-spectrums-07,Hybrid signature spectrums,https://www.ietf.org/archive/id/draft-ietf-pquip-hybrid-signature-spectrums-07.txt,2025-06-20,2026-03-25,,Internet-Draft (AUTH48 — near-RFC),"Taxonomy and security analysis of hybrid signature constructions for the post-quantum transition. Defines three construction types (concatenation, nesting, fused) and a non-separability spectrum (None/WNS/SNS). Near-RFC Informational status.",Industry Report,PKI;Government;High Security;Software Development;IT;Finance,Nina Bindel; Britta Hale; Deirdre Connolly; Florence Driscoll,FIPS 186-5;FIPS 204,PQC-REGION-GLOBAL;PQC-REGION-GLOBAL,PQ/T Hybrid Signatures,,Hybrid signature APIs; PKI; X.509,Any PQC-capable crypto library,Medium,Updated,Migration Guidance,yes,,,library/draft-ietf-pquip-hybrid-signature-spectrums-07.html,hybrid-crypto;standards-bodies;crypto-agility,Non-separability spectrum; Fiat-Shamir; Silithium; attack taxonomy,ietf,partial,IETF PQUIP WG,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,deprecated,2026-06-06,superseded by draft-ietf-pquip-hybrid-signature-spectrums (revision consolidation 2026-06-06),,,,,,draft-ietf-pquip-hybrid-signature-spectrums,
draft-ietf-uta-pqc-app-01,Post-Quantum Cryptography Recommendations for TLS-based Applications,https://datatracker.ietf.org/doc/draft-ietf-uta-pqc-app/01/,2026-02-24,2026-03-25,2026-08-11,Internet-Draft,Best practices for implementing quantum-ready usage profiles in TLS-based applications.,Government Guidance,Web; Mobile; Cloud; DNS,IETF UTA,FIPS 203;draft-ietf-tls-hybrid-design-16,PQC-REGION-GLOBAL,ML-KEM; SLH-DSA; ML-DSA,,Application-level PQC guidance for TLS,App developers,High,Updated,Migration Guidance,yes,,,library/draft-ietf-uta-pqc-app-01.html,tls-basics;ops-quantum-impact,,ietf,partial,IETF,,url_authoritative,registered,"Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. Version gap recorded 2026-08-22: this row cites -01, but its OWN cached datatracker page lists versions through -03 and reads ""Last updated 2026-02-24"". The reference_id is a primary key and is NOT renamed — a -03 row is add-catalog-row's job. Nothing in the pipeline compares a row's claims against its own cached document, which is how this drifted silently across 10 active draft rows.",60,active,,,,,,,,,
draft-kwiatkowski-pquip-pqc-migration-00,Guidance for migration to Post-Quantum Cryptography,https://www.ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html,2026-01-21,2025-07-20,2026-08-16,Internet-Draft (Expired 2026-01-21; check IETF Datatracker for latest revision),"Migration guidance covering challenges, anti-patterns, and best practices for PQC transition.",Government Guidance,Enterprise IT; Standards Bodies,IETF Individual Submission,FIPS 203;FIPS 204;FIPS 205;RFC 9794,PQC-REGION-GLOBAL,ML-KEM; ML-DSA; SLH-DSA,,Strategic migration guidance,CTOs; Security Architects,High,Updated,Migration Guidance,yes,,,library/draft-kwiatkowski-pquip-pqc-migration-00.html,crypto-agility;pqc-testing-validation;arch-quantum-impact;migration-program;ops-quantum-impact,FIPS 203/204/205,ietf,partial,IETF,,url_authoritative,registered,"Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-08-16: cached datatracker page held only the abstract/metadata shell (1699 chars). Repointed to the full draft text at ietf.org/archive/id/draft-kwiatkowski-pquip-pqc-migration-00.html (20396 chars, complete document body).",60,active,,,,,,,,,
