software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Apple PQ3 / CoreCrypto,CSC-011,Secure Messaging and Communication,Application,"Yes (ACVP: ML-DSA, ML-KEM)",iMessage PQ3 protocol achieving Level 3 security with hybrid ML-KEM since iOS 17.4 (March 2024). CryptoKit framework in iOS 26/macOS 26 extends PQC with ML-KEM 768/1024 and ML-DSA-65/ML-DSA-87 APIs for third-party apps. Apple services including CloudKit Push Notifications Safari Maps Weather and iCloud Private Relay adopting quantum-secure TLS (X25519MLKEM768). Note: PQ3 is iMessage protocol; iOS 26 adds system-wide CryptoKit ML-KEM/ML-DSA APIs and quantum-secure TLS negotiation.,Proprietary,Commercial,iOS 26 / macOS 26,2026-02-11,Yes (FIPS 140-3 CoreCrypto),Critical,iOS macOS iPadOS watchOS tvOS visionOS,Consumer Enterprise,https://security.apple.com/blog/imessage-pq3/,,First messaging protocol to achieve Level 3 security with separate PQC rekeying (iOS 17.4). System-wide PQC support in Apple ecosystem via CryptoKit ML-KEM and ML-DSA APIs (iOS 26).,Trusted Vendor,Verified,2026-03-30,launch,crypto-dev-apis;email-signing;tls-basics,VND-002,apple,version-26.3-unverified; hpke-claim-unverified
Entrust nShield,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)","Full PQC suite in firmware v13.8.0+. ML-KEM (512/768/1024), ML-DSA (44/65/87), SLH-DSA (all 12 param sets) natively via PKCS#11. LMS/HSS and XMSS available via PQSDK C API. All CAVP validated Sep 2025. FIPS 140-3 Level 3 (cert #4765; PQC resubmission pending).",Commercial,Commercial,13.9.3,2025,Yes (FIPS 140-3 L3 #4765 — classical algorithms only; PQC FIPS resubmission pending for v13.8.0+ firmware),Critical,Linux Windows,"Finance, Government, Healthcare, Defense",https://www.entrust.com/digital-security/hsm/products/nshield-hsms/post-quantum,,"Enterprise HSM with full NIST PQC suite. Native ML-KEM, ML-DSA, SLH-DSA (all 12 param sets) in firmware v13.8.0+, CAVP validated. LMS/XMSS via PQSDK. CodeSafe secure execution. CNG and JCE interfaces supported.",Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",aerospace-pqc;compliance-strategy;healthcare-pqc;hsm-pqc;pqc-governance;vendor-risk,VND-013,entrust,fips-classical-only
Thales Luna HSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM)",Production-ready PQC with native ML-KEM (FIPS 203) ML-DSA (FIPS 204) and LMS/HSS (SP 800-208) support integrated into firmware v7.9+. Software v7.9.1 adds hybrid KEM (ML-KEM) for NTLS SSH and REST APIs. FW v7.9.2 adds Cryptographic Bill of Materials (CBOM) via REST API PQC key attestation and USB HSM (G7) PQC extension. FIPS 140-3 Level 3 validated; PQC-inclusive FIPS 140-3 certification in progress.,Commercial,Commercial,7.9.2,2026-02-05,Yes (FIPS 140-3 L3 — classical algorithms; PQC-inclusive FIPS 140-3 certification in progress),Critical,Linux Windows,"Finance, Government, Healthcare, Defense",https://cpl.thalesgroup.com/encryption/hardware-security-modules,,Enterprise HSM with production-ready native PQC algorithms. FIPS 140-3 Level 3 validated with ML-KEM and ML-DSA.,Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",aerospace-pqc;compliance-strategy;healthcare-pqc;hsm-pqc;migration-program;pqc-governance;vendor-risk,VND-041,thales-research,fips-classical-only
HashiCorp Vault,CSC-003,Key Management Systems (KMS),Security Stack,Unknown,,Commercial,BUSL-1.1/Enterprise,1.21.4,2026-01-07,Yes (Enterprise FIPS 140-3 build),High,Linux Windows macOS Kubernetes,All industries,https://developer.hashicorp.com/vault,https://github.com/hashicorp/vault,Enterprise secrets management encryption-as-a-service and privileged access management. Supports PKI SSH transit encryption.,Trusted Vendor,Verified,2026-02-13,"migrate,launch,rampup",arch-quantum-impact;database-encryption-pqc;kms-pqc;ops-quantum-impact;platform-eng-pqc;secrets-management-pqc,VND-058,microsoft,no-cert-backing
Entrust KeyControl,CSC-003,Key Management Systems (KMS),Security Stack,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)",Full PQC key management with ML-KEM ML-DSA and SLH-DSA key types via nShield HSM delegation. Supports encapsulation decapsulation sign and verify operations. PQ-TLS for KMIP connections. nShield 5 HSM v13.8.0 natively supports PQC with CAVP validation. Note: PQC capabilities are delegated to the nShield HSM backend — KeyControl itself is the key management layer.,Commercial,Commercial,10.4.3,2025,Yes (nShield 5 FIPS 140-3 L3),Critical,Linux Virtual Appliance Cloud,"Finance, Government, Healthcare, Defense",https://www.entrust.com/digital-security/key-management/keycontrol,,Enterprise key management with production PQC key types. Integrated with nShield 5 HSMs for hardware-accelerated quantum-safe key lifecycle.,Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",aerospace-pqc;arch-quantum-impact;database-encryption-pqc;healthcare-pqc;hsm-pqc;kms-pqc;ops-quantum-impact;pqc-business-case,VND-013,entrust,pqc-via-hsm-delegation
IBM Guardium Key Lifecycle Manager,CSC-003,Key Management Systems (KMS),Security Stack,Unknown,,Commercial,Commercial (IBM),5.1,2025-12-19,Yes (FIPS 140-3 L1 / optional L3 with HSM) (classical algorithms only; PQC not in FIPS scope),Critical,Linux AIX Windows,"Finance, Government, Healthcare",https://www.ibm.com/products/guardium-key-lifecycle-manager,,Enterprise key lifecycle management with KMIP support. PQC migration via companion Guardium Cryptography Manager.,Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",arch-quantum-impact;healthcare-pqc;kms-pqc;migration-program;ops-quantum-impact,VND-019,q360-alliance,fips-classical-only
Oracle Key Vault,CSC-003,Key Management Systems (KMS),Security Stack,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",No PQC features in v21.13. Oracle PQC efforts focused on database TLS (ML-KEM in Oracle 26ai) and JDK-level PQC (ML-DSA in JDK 26). Key Vault PQC expected via Oracle ecosystem integration.,Commercial,Commercial (Oracle),21.13,2025-12-19,Yes (Oracle FIPS mode),High,Oracle Linux Oracle Database Appliance,"Finance, Government, Healthcare",https://docs.oracle.com/en/database/oracle/key-vault/,,Oracle database encryption key management. PQC not yet available; expected through broader Oracle platform PQC rollout.,Trusted Vendor,Verified,2026-02-16,"migrate,launch,rampup",arch-quantum-impact;healthcare-pqc;kms-pqc;ops-quantum-impact,VND-029,oracle,
Utimaco ESKM,CSC-003,Key Management Systems (KMS),Security Stack,"Yes (ACVP: LMS, ML-DSA, ML-KEM)",PQC key management via u.trust Anchor HSM with Quantum Protect package. ML-KEM ML-DSA and LMS passed NIST CAVP testing (Oct 2025). First industry-certified KMIP v2.1 implementation.,Commercial,Commercial,8.54,2025,Yes (u.trust Anchor FIPS 140-2 L3),Critical,Linux Virtual Appliance,"Finance, Government, Healthcare, Defense",https://utimaco.com/data-protection/key-management/enterprise-secure-key-manager,,Enterprise key management with PQC-ready architecture. Integrated with u.trust Anchor HSM for quantum-safe key lifecycle.,Trusted Vendor,Verified,2026-02-16,"migrate,launch,rampup",aerospace-pqc;arch-quantum-impact;healthcare-pqc;hsm-pqc;kms-pqc;ops-quantum-impact,VND-042,cmvp,
Keyfactor EJBCA,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Unknown,,Commercial,Commercial,Enterprise 9.x,2025,Yes (FIPS 140-3 via BC-FJA; FIPS 140-2 appliance HSM),Critical,Cloud Linux Windows,All industries,https://www.keyfactor.com/blog/ejbca-post-quantum-cryptography/,https://github.com/Keyfactor/ejbca-ce,Commercial enterprise PKI platform with cloud deployment HSM integration and crypto agility features.,Trusted Vendor,Verified,2026-02-13,"migrate,launch",arch-quantum-impact;hsm-pqc;merkle-tree-certs;migration-program;ops-quantum-impact;pki-workshop;pqc-governance,VND-024,keyfactor,no-cert-backing
Venafi Trust Protection Platform,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Unknown,,Commercial,Commercial,Current,2025,Yes,Critical,Cloud Enterprise,All industries,https://docs.venafi.com/Docs/24.3/TopNav/Content/CodeSigning/t-codesigning-pqc.php,,Machine identity management platform. Automates certificate lifecycle across enterprise infrastructure.,Trusted Vendor,Verified,2026-02-13,"migrate,launch",arch-quantum-impact;crypto-dev-apis;hsm-pqc;kms-pqc;merkle-tree-certs;ops-quantum-impact;pki-workshop;pqc-governance,VND-059,pki-consortium,no-cert-backing
AWS s2n-tls,CSC-005,TLS/SSL Implementation Software,Application,"Yes (ACVP: ML-DSA, ML-KEM)",AWS TLS implementation with ML-KEM hybrid key exchange. Kyber support removed in v1.7.0 in favor of standardized ML-KEM only. Used across AWS services to provide quantum-safe communications. Designed for high-performance cloud environments.,Open Source,Apache-2.0,1.6.2,2026-01-31,No,Critical,Linux,All industries,https://github.com/aws/s2n-tls,https://github.com/aws/s2n-tls,AWS's C99 implementation of TLS/SSL protocols. Designed for simplicity security and performance. Kyber removed in v1.7.0; ML-KEM only.,Community/Commercial,Verified,2026-03-30,"test,migrate",dev-quantum-impact;tls-basics,VND-001,amazon-aws,version-corrected; v1.7.0 does not exist in GitHub releases
BoringSSL,CSC-005,TLS/SSL Implementation Software,Application,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Google's fork with ML-KEM support. Used in Chrome browser and Google infrastructure. Pioneering deployment of quantum-safe key exchange at internet scale.,Open Source,OpenSSL/ISC,Rolling,Continuous,Yes (BoringCrypto FIPS 140-3),Critical,Linux Android Chrome,All industries,https://boringssl.googlesource.com/boringssl/,https://boringssl.googlesource.com/boringssl,Google's fork of OpenSSL optimized for Google's needs. Not intended for general use but influences industry standards.,Community/Commercial,Verified,2026-02-13,"test,migrate",crypto-agility;crypto-dev-apis;dev-quantum-impact;hybrid-crypto;os-pqc;tls-basics,VND-018,google,
GnuTLS,CSC-005,TLS/SSL Implementation Software,Application,Unknown,,Open Source,LGPLv2.1+,3.8.12,2026-02-09,No,Critical,Linux Unix,All industries,https://lists.gnupg.org/pipermail/gnutls-help/2025-February/004875.html,https://gitlab.com/gnutls/gnutls,GNU implementation of TLS SSL and DTLS protocols. Features SRP X.509 OpenPGP authentication. Used by many GNU/Linux applications.,Community/Commercial,Verified,2026-02-13,"test,migrate",dev-quantum-impact;os-pqc;tls-basics,VND-062,ietf,
LibreSSL,CSC-005,TLS/SSL Implementation Software,Application,Unknown,,Open Source,OpenBSD/ISC,4.2.1,2025-10-30,No,Critical,OpenBSD Linux Windows FreeBSD,All industries,https://www.libressl.org/,https://github.com/libressl/portable,OpenBSD fork of OpenSSL focused on code modernization and security. Includes libtls for simplified secure programming.,Community/Commercial,Verified,2026-02-24,"test,migrate",crypto-dev-apis;dev-quantum-impact;migration-program;os-pqc;tls-basics,VND-063,oqs-project,
rustls,CSC-005,TLS/SSL Implementation Software,Application,Unknown,"PQC support is available only via the `rustls-aws-lc-rs` provider, which includes post-quantum algorithms. The default `rustls-ring` provider does not support post-quantum algorithms. Specific PQC algorithm names are not listed in the text.",Open Source,Apache-2.0/MIT,0.23.36,2026-01-05,No,Critical,Linux macOS Windows,All industries,https://github.com/rustls/rustls,https://github.com/rustls/rustls,Modern TLS library written in Rust. Memory-safe alternative to OpenSSL. No unsafe code in core library.,Community/Commercial,Verified,2026-03-31,"test,migrate",crypto-dev-apis;dev-quantum-impact;os-pqc;tls-basics,VND-064,pqca,pqc-no-positive-extraction
wolfSSL,CSC-005,TLS/SSL Implementation Software,"Application,Security Stack",Yes (with details),"wolfCrypt embedded crypto library with ML-DSA, ML-KEM, LMS/HSS, and XMSS/XMSSMT support. Fastest stateful hash-based signature benchmarks — faster than Cisco hash-sigs reference. wolfBoot uses LMS/HSS for quantum-safe secure firmware boot signing on embedded/IoT devices. wolfPKCS11 provides PKCS#11 API for HSM-backed stateful key state management. Widely deployed in automotive, industrial, and aerospace.",Commercial,GPLv3/Commercial,5.9.0,2026-03-18,Yes (FIPS 140-3),Critical,Embedded Linux Windows RTOS ESP32 STM32,All industries,https://www.wolfssl.com/,https://github.com/wolfSSL/wolfssl,Lightweight portable TLS/SSL library for embedded devices to cloud. Supports TLS 1.3 DTLS 1.3 with small footprint. Includes wolfCrypt crypto engine.,Trusted Vendor,Verified,2026-03-30,"test,migrate",crypto-dev-apis;dev-quantum-impact;hybrid-crypto;iot-ot-pqc;os-pqc;secure-boot-pqc;stateful-signatures;tls-basics,VND-045,wolfssl,
SignServer,CSC-009,Digital Signature Software,Application,Unknown,,Mixed/Dual,LGPL/Commercial,7.3,2025,Yes (via HSM),High,Linux Windows,"Finance, Legal, Government, Healthcare",https://docs.keyfactor.com/signserver/latest/post-quantum-code-signing-how-to,https://github.com/Keyfactor/signserver-ce,Open source signing platform with production ML-DSA and SLH-DSA support via Bouncy Castle. HSM integration with Fortanix DSM for PQC key storage.,Open Source Foundation,Verified,2026-02-24,migrate,crypto-dev-apis;email-signing;healthcare-pqc;hsm-pqc,VND-024,keyfactor,
strongSwan,CSC-010,VPN and IPsec Software,Network,Unknown,,Open Source,GPLv2,6.0.5,2026-03-23,Yes (FIPS mode),High,Linux Android macOS,All industries,https://strongswan.org/blog/2024/01/22/post-quantum-strongswan.html,https://github.com/strongswan/strongswan,Open source IPsec-based VPN solution supporting IKEv1 IKEv2 and various authentication methods.,Community/Commercial,Verified,2026-03-30,"test,migrate",crypto-dev-apis;network-security-pqc;vpn-ssh-pqc,VND-068,strongswan,
Signal,CSC-011,Secure Messaging and Communication,Application,Yes (with details),Implements PQXDH (Post-Quantum Extended Diffie-Hellman) and ML-KEM Braid protocols for post-quantum forward secrecy. PQXDH currently relies on discrete log hardness for mutual authentication while providing PQC key agreement. ML-KEM Braid uses ML-KEM for sparse continuous key agreement.,Open Source,GPLv3,v0.88.0,2026-02-20,No,High,Cross-platform,"Defense, Government, Finance, Healthcare",https://signal.org/docs/,https://github.com/signalapp/libsignal,Double Ratchet protocol providing end-to-end encryption with forward secrecy and post-compromise security.,Community,Verified,2026-02-13,launch,aerospace-pqc;email-signing;healthcare-pqc;tls-basics,VND-116,microsoft,
OpenSSH,CSC-014,SSH Implementation Software,Application,Unknown,,Open Source,BSD,10.2p1,2025-10-10,No,High,OpenBSD Linux macOS Windows,All industries,https://www.openssh.com/txt/release-9.9,https://github.com/openssh/openssh-portable,Premier connectivity tool for SSH protocol. Provides secure tunneling multiple authentication methods. Default PQC key exchange since v10.0 (Apr 2025).,Community/Commercial,Verified,2026-02-13,"test,migrate",os-pqc;vpn-ssh-pqc,VND-061,openssh,
wolfSSH,CSC-014,SSH Implementation Software,Application,Unknown,,Commercial,GPLv3/Commercial,1.4.22,2026-01-06,No,High,Embedded Linux Windows Zephyr,All industries,https://www.wolfssl.com/post-quantum-interoperability-confirmed-part-ii/,https://github.com/wolfSSL/wolfssh,Small fast portable SSH implementation with SCP and SFTP support. Designed for embedded and resource-constrained environments.,Community/Commercial,Verified,2026-02-13,"test,migrate",os-pqc;vpn-ssh-pqc,VND-045,wolfssl,
liboqs,CSC-016,Post-Quantum Cryptography Libraries,"Application,Security Stack","Yes (Supports KEMs, signature schemes, and stateful signatures including NIST standards ML-KEM and ML-DSA)","Open source C library providing implementations of quantum-safe KEMs (BIKE, Classic McEliece, FrodoKEM, HQC, Kyber, ML-KEM, NTRU, NTRU-Prime) and signature schemes (CROSS, Falcon, MAYO, ML-DSA, SLH-DSA, SNOVA, UOV). Includes stateful signatures (LMS, XMSS). Implements NIST standards ML-KEM (FIPS 203) and ML-DSA (FIPS 204). Status is for research and prototyping; not recommended for production or sensitive data.",Open Source,MIT (mixed),0.15.0,2025-11-14,No,Critical,Linux macOS Windows,All industries,https://openquantumsafe.org/,https://github.com/open-quantum-safe/liboqs,Open source C library for quantum-safe cryptographic algorithms. Part of Open Quantum Safe project under Linux Foundation PQCA.,Open Source Foundation,Verified,2026-02-13,"prepare,test",crypto-dev-apis;dev-quantum-impact;hybrid-crypto;iot-ot-pqc;pqc-101;quantum-threats;research-quantum-impact;stateful-signatures,VND-048,oqs-project,
