software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags,proof_url,proof_publication_date,proof_relevant_info,validation_result,correction_notes
Cosmian covercrypt,CSC-001,Cryptographic Libraries,Libraries,Yes (with details),Post-quantum secure with a 128-bit security level. Supports hybridization using INDCPA-KYBER (INDCPA version of NIST standard Kyber). Data encrypted with AES-GCM 256-bit. Uses Curve25519 for classic coordinates and INDCPA-Kyber for hybridized coordinates.,Open Source,Apache-2.0,Current,2025-02,No,High,Cross-platform,Finance Healthcare Defense,https://cosmian.com/data-protection-suite/cosmian-covercrypt/,https://github.com/Cosmian/cover_crypt,"Attribute-based encryption with quantum resistance, compliant with ETSI TS 104 015.",Trusted Vendor,Verified,2026-02-13,"prepare,test,migrate",aerospace-pqc;dev-quantum-impact;healthcare-pqc;hybrid-crypto;tls-basics,VND-085,microsoft,no-cert-backing,https://cosmian.com/cosmian-covercrypt-pioneering-post-quantum-data-protection-with-etsi-standardization/,2025,ETSI standardized (TS 104 015). PQC hybrid with ML-KEM.,VALIDATED,PQC support validated with digital proof.
pqm4,CSC-001,Cryptographic Libraries,Libraries,Yes (with details),"Library contains implementations of post-quantum key-encapsulation mechanisms and signature schemes targeting ARM Cortex-M4. Includes schemes standardized by NIST (FIPS 203, 204, 205), selected for standardization, part of NIST Round 4, additional signatures Round 1, and KpqC Round 2. Integrates clean implementations from PQClean.",Open Source,Apache-2.0/MIT/CC0,Current,2025,No,Medium,ARM Cortex-M4,Embedded,https://github.com/mupq/pqm4,https://github.com/mupq/pqm4,Testing and benchmarking framework for PQC on embedded ARM Cortex-M4 devices.,Open Source Community,Verified,2026-02-13,"prepare,test,migrate",dev-quantum-impact;iot-ot-pqc;research-quantum-impact;tls-basics,VND-077,oqs-project,doc-extraction,https://github.com/mupq/pqm4,2025,"ARM Cortex-M4 PQC: Kyber, Dilithium, Falcon, SPHINCS+.",VALIDATED,PQC support validated with digital proof.
HQC Algorithm,CSC-001,Cryptographic Libraries,Libraries,"Yes (Kyber, HQC, Classic McEliece, Dilithium, Falcon, SPHINCS+)","Provides standalone C implementations of NIST PQC finalists and alternate candidates including Kyber, HQC, Classic McEliece, Dilithium, Falcon, and SPHINCS+. Designed for integration into libraries like liboqs or protocols. Not a single integrated library; requires manual integration. Deprecation planned for July 2026.",Open Source,Apache-2.0 (PQClean),N/A,2025-03,No (NIST Selected),Critical,Cross-platform,All industries,https://www.nist.gov/news-events/news/2025/03/nist-selects-hqc-fifth-algorithm-post-quantum-encryption,https://github.com/PQClean/PQClean,Reference implementation of the Hamming Quasi-Cyclic (HQC) KEM.,Open Source Community,Verified,2026-03-30,"prepare,test,migrate",dev-quantum-impact;research-quantum-impact;tls-basics,VND-078,nist-csrc,doc-extraction,https://pqc-hqc.org/,2025,Selected by NIST as 5th PQC algorithm (backup for ML-KEM).,VALIDATED,"HQC was selected as 5th PQC algorithm by NIST in March 2025, standardization in progress | PQC support validated with digital proof. | NAMING: pqc_support uses old names (Kyber, Dilithium, Falcon, SPHINCS+). Should be ML-KEM, ML-DSA, FN-DSA, SLH-DSA per NIST standards."
citadel_pqcrypto,CSC-001,Cryptographic Libraries,Libraries,Yes (with details),"Rust bindings to the pqcrypto family of post-quantum cryptographic algorithms. Provides ML-KEM, ML-DSA, SLH-DSA, Falcon, SPHINCS+, NTRU, and other NIST PQC algorithms via safe Rust wrappers.",Open Source,Apache-2.0/MIT,Current,2025,No,High,Cross-platform,All industries,https://crates.io/crates/citadel_pqcrypto,https://github.com/citadel-protocol/citadel_pqcrypto,PQC library for Citadel Protocol with built-in anti-replay and ratcheting.,Open Source Community,Pending Verification,2026-03-31,"prepare,test,migrate",crypto-dev-apis;dev-quantum-impact;hybrid-crypto;tls-basics,VND-000,microsoft,needs-extraction,https://docs.rs/citadel_pqcrypto,2025,"Available on crates.io/docs.rs. Uses OQS/PQClean projects. Implements ratcheting with PQ primitives. Specific algorithm list (ML-KEM, ML-DSA, SLH-DSA, Falcon, SPHINCS+, NTRU) not explicitly confirmed in docs.",PARTIALLY_VALIDATED,PQC framework confirmed but individual algorithm claims need source code verification.
Microsoft SymCrypt,CSC-001,Cryptographic Libraries,Libraries,Yes (with details),Supports verified PQC algorithms including ML-KEM and ML-DSA via CNG and Certificate functions. Available to Windows Insiders and Linux customers. TLS 1.3 hybrid key exchange enabled in SymCrypt-OpenSSL version 1.9.0. Roadmap aims for early adoption by 2029 and full transition by 2033.,Commercial,Commercial,v103.9.1,2025-07-28,Yes (In Progress),Critical,Windows Linux Azure,All industries,https://github.com/microsoft/SymCrypt,https://github.com/microsoft/SymCrypt,Microsoft's core crypto library powering Windows Azure and O365. Optimized for performance and FIPS compliance.,Trusted Vendor,Verified,2026-03-31,"prepare,test,migrate",crypto-dev-apis;dev-quantum-impact;energy-utilities-pqc;hybrid-crypto;os-pqc;tls-basics,VND-027,microsoft,doc-extraction; v103.9.1 not found in public GitHub releases — verify exact version; version-unconfirmed,https://techcommunity.microsoft.com/blog/microsoft-security-blog/post-quantum-cryptography-apis-now-generally-available-on-microsoft-platforms/4469093,2025-11,SymCrypt-OpenSSL 1.9.0 (Dec 2024) added ML-DSA (FIPS 204). Nov 2025 ML-KEM/ML-DSA added to Windows 11/Server 2025 CNG via SymCrypt. Version v103.9.1 claim remains unverified but PQC support confirmed.,VALIDATED,PQC support validated. Version number unverifiable but PQC capability confirmed.
AWS-LC,CSC-001,Cryptographic Libraries,"Libraries,Security Stack","Yes (ACVP: ML-DSA, ML-KEM)","AWS's open-source crypto library derived from BoringSSL. FIPS 140-3 validated with ML-KEM and ML-DSA support. Powers AWS KMS, Secrets Manager, and Certificate Manager. Hybrid PQ KeyShares enabled by default in v1.68.0.",Open Source,Apache-2.0/ISC,v1.69.0,2025-03-02,Yes (FIPS 140-3),Critical,Linux AWS Cloud,All industries,https://github.com/aws/aws-lc,https://github.com/aws/aws-lc,FIPS 140-3 validated crypto library for AWS services. Includes optimized ML-KEM and ML-DSA. Hybrid PQ KeyShares enabled by default.,Trusted Vendor,Verified,2026-02-20,"prepare,test,migrate",compliance-strategy;crypto-agility;crypto-dev-apis;dev-quantum-impact;hybrid-crypto;os-pqc;tls-basics,VND-001,amazon-aws,doc-extraction,https://aws.amazon.com/blogs/security/aws-lc-fips-3-0-first-cryptographic-library-to-include-ml-kem-in-fips-140-3-validation/,2025,FIPS 140-3 validated. First open-source module with ML-KEM in FIPS. Supports ML-KEM-512/768/1024.,VALIDATED,PQC support validated with digital proof.
Nvidia cuPQC,CSC-001,Cryptographic Libraries,Libraries,Yes (with details),GPU-accelerated PQC library for high-throughput workloads. Achieves 143x/99x/84x speedup over CPU for ML-KEM Keygen/Encapsulation/Decapsulation. Integrated with Open Quantum Safe (OQS) project via Linux Foundation PQCA. Essential for AI/ML security and high-performance computing.,Proprietary,Nvidia License,Current,2025,No,Critical,Linux Windows (Nvidia GPUs),AI Data Center,https://developer.nvidia.com/cupqc,,GPU-accelerated PQC SDK. Delivers massive throughput for ML-KEM and ML-DSA on Nvidia hardware. Now integrated with OQS.,Trusted Vendor,Verified,2026-02-13,"prepare,test,migrate",ai-security-pqc;dev-quantum-impact;hybrid-crypto;tls-basics,VND-125,cmvp,no-cert-backing,https://developer.nvidia.com/blog/introducing-nvidia-cupqc-for-gpu-accelerated-post-quantum-cryptography,2025,ML-KEM and ML-DSA libraries. 13.5M keygen/s on H100. 175x speedup vs CPU.,VALIDATED,PQC support validated with digital proof.
Cisco IOS XE PQC,CSC-032,Network Operating Systems,OS,"Yes (ACVP: ML-DSA, ML-KEM)",IOS XE 26 delivers industry-first full-stack post-quantum cryptography for enterprise routing and switching. ML-KEM hybrid IKEv2 key establishment available (not just planned). Protects networking devices data in transit and control plane traffic with NIST-approved algorithms. Supports 8000 Series Secure Routers and C9000 Series Smart Switches. Also supports RFC 8784 PQC PSK for IKEv2/IPsec VPN and ML-DSA API support for CSR generation.,Commercial,Commercial,IOS XE 26,2026-02-10,Yes (FIPS 140-3 L1 #4752 #5160) (classical algorithms only; PQC not in FIPS scope),Critical,Cisco 8000 C9000 ISR ASR CSR,Enterprise Government,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/sec_conn_ikevpn/configuration/xe-17/sec-ike-xe-17-book.html,,Full-stack quantum-safe networking OS with NIST PQC algorithms for routing switching and VPN.,Trusted Vendor,Verified,2026-03-30,"test,migrate",network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,fips-classical-only,https://www.cisco.com/c/en/us/td/docs/routers/ios/config/17-x/sec-vpn/b-security-vpn/m-sec-cfg-quantum-encryption-ppk.html,2025,"IOS XE 26+ ML-KEM/ML-DSA integration, hybrid key establishment, CSR with ML-DSA.",VALIDATED,"FIPS validation covers classical algorithms only, not PQC | PQC support validated with digital proof."
Google ALTS,CSC-005,TLS/SSL Implementation Software,AppServers,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Application Layer Transport Security with hybrid post-quantum key exchange (NTRU-HRSS + X25519). Protections Google's internal infrastructure traffic against quantum decryption.,Open Source,Apache-2.0,Current,2025,No,Critical,Google Cloud Internal,All industries,https://cloud.google.com/security/encryption-in-transit,,Google's internal transport security protocol now hardened with hybrid PQC.,Trusted Vendor,Verified,2026-03-25,"test,migrate",dev-quantum-impact;tls-basics,VND-018,google,doc-extraction,https://blog.google/innovation-and-ai/technology/safety-security/cryptography-migration-timeline/,2025,Google replacing classical key exchange with ML-KEM. X-Wing KEM combines X25519+ML-KEM-768.,VALIDATED,PQC support validated with digital proof.
Apple PQ3 / CoreCrypto,CSC-011,Secure Messaging and Communication,AppServers,"Yes (ACVP: ML-DSA, ML-KEM)",iMessage PQ3 protocol achieving Level 3 security with hybrid ML-KEM since iOS 17.4 (March 2024). CryptoKit framework in iOS 26/macOS 26 extends PQC with ML-KEM 768/1024 and ML-DSA-65/ML-DSA-87 APIs for third-party apps. Apple services including CloudKit Push Notifications Safari Maps Weather and iCloud Private Relay adopting quantum-secure TLS (X25519MLKEM768). Note: PQ3 is iMessage protocol; iOS 26 adds system-wide CryptoKit ML-KEM/ML-DSA APIs and quantum-secure TLS negotiation.,Proprietary,Commercial,iOS 26 / macOS 26,2026-02-11,Yes (FIPS 140-3 CoreCrypto),Critical,iOS macOS iPadOS watchOS tvOS visionOS,Consumer Enterprise,https://security.apple.com/blog/imessage-pq3/,,First messaging protocol to achieve Level 3 security with separate PQC rekeying (iOS 17.4). System-wide PQC support in Apple ecosystem via CryptoKit ML-KEM and ML-DSA APIs (iOS 26).,Trusted Vendor,Verified,2026-03-30,launch,crypto-dev-apis;email-signing;tls-basics,VND-002,apple,version-26.3-unverified; hpke-claim-unverified,https://security.apple.com/blog/imessage-pq3/,2024,PQ3 protocol uses ML-KEM in iMessage. iOS 17.4+. CoreCrypto FIPS 140-2 validated.,VALIDATED,PQC support validated with digital proof.
Entrust nShield,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)","Full PQC suite in firmware v13.8.0+. ML-KEM (512/768/1024), ML-DSA (44/65/87), SLH-DSA (all 12 param sets) natively via PKCS#11. LMS/HSS and XMSS available via PQSDK C API. All CAVP validated Sep 2025. FIPS 140-3 Level 3 (cert #4765; PQC resubmission pending).",Commercial,Commercial,13.9.3,2025,Yes (FIPS 140-3 L3 #4765 — classical algorithms only; PQC FIPS resubmission pending for v13.8.0+ firmware),Critical,Linux Windows,"Finance, Government, Healthcare, Defense",https://www.entrust.com/digital-security/hsm/products/nshield-hsms/post-quantum,,"Enterprise HSM with full NIST PQC suite. Native ML-KEM, ML-DSA, SLH-DSA (all 12 param sets) in firmware v13.8.0+, CAVP validated. LMS/XMSS via PQSDK. CodeSafe secure execution. CNG and JCE interfaces supported.",Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",aerospace-pqc;compliance-strategy;healthcare-pqc;hsm-pqc;pqc-governance;vendor-risk,VND-013,entrust,fips-classical-only,https://www.entrust.com/company/newsroom/entrust-nshield-hsms-achieve-validation-from-nist-cryptographic-algorithm-validation-program,2025-09-10,"CAVP validated for ML-DSA, ML-KEM, SLH-DSA. Firmware v13.8.0 (Aug 2025) with native PQC. FIPS 140-3 L3 in process.",VALIDATED,"FIPS validation covers classical algorithms only, not PQC | PQC support validated with digital proof."
Thales Luna HSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM)",Production-ready PQC with native ML-KEM (FIPS 203) ML-DSA (FIPS 204) and LMS/HSS (SP 800-208) support integrated into firmware v7.9+. Software v7.9.1 adds hybrid KEM (ML-KEM) for NTLS SSH and REST APIs. FW v7.9.2 adds Cryptographic Bill of Materials (CBOM) via REST API PQC key attestation and USB HSM (G7) PQC extension. FIPS 140-3 Level 3 validated; PQC-inclusive FIPS 140-3 certification in progress.,Commercial,Commercial,7.9.2,2026-02-05,Yes (FIPS 140-3 L3 — classical algorithms; PQC-inclusive FIPS 140-3 certification in progress),Critical,Linux Windows,"Finance, Government, Healthcare, Defense",https://cpl.thalesgroup.com/encryption/hardware-security-modules,,Enterprise HSM with production-ready native PQC algorithms. FIPS 140-3 Level 3 validated with ML-KEM and ML-DSA.,Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",aerospace-pqc;compliance-strategy;healthcare-pqc;hsm-pqc;migration-program;pqc-governance;vendor-risk,VND-041,thales-research,fips-classical-only,https://cpl.thalesgroup.com/blog/encryption/luna-hsm-pqc-quantum-safe-encryption,2025-06-27,"Luna HSM Firmware v7.9 (Jun 2025): ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205). FIPS 140-3 L3 in progress.",VALIDATED,"FIPS validation covers classical algorithms only, not PQC | PQC support validated with digital proof."
HashiCorp Vault,CSC-003,Key Management Systems (KMS),Security Stack,No,Not stated in the provided text.,Commercial,BUSL-1.1/Enterprise,1.21.4,2026-01-07,Yes (Enterprise FIPS 140-3 build),High,Linux Windows macOS Kubernetes,All industries,https://developer.hashicorp.com/vault,https://github.com/hashicorp/vault,Enterprise secrets management encryption-as-a-service and privileged access management. Supports PKI SSH transit encryption.,Trusted Vendor,Verified,2026-03-31,"migrate,launch,rampup",arch-quantum-impact;database-encryption-pqc;kms-pqc;ops-quantum-impact;platform-eng-pqc;secrets-management-pqc,VND-058,microsoft,no-cert-backing,https://www.hashicorp.com/en/blog/nist-s-post-quantum-cryptography-standards-our-plans,2025-2026,Vault Enterprise 1.19+ ML-DSA sign/verify in transit secrets engine. Experimental SLH-DSA. Community edition no PQC.,CORRECTED,INCORRECT: Catalog says No but HashiCorp Vault has PQC support. Corrected.
Entrust KeyControl,CSC-003,Key Management Systems (KMS),Security Stack,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)",Full PQC key management with ML-KEM ML-DSA and SLH-DSA key types via nShield HSM delegation. Supports encapsulation decapsulation sign and verify operations. PQ-TLS for KMIP connections. nShield 5 HSM v13.8.0 natively supports PQC with CAVP validation. Note: PQC capabilities are delegated to the nShield HSM backend — KeyControl itself is the key management layer.,Commercial,Commercial,10.4.3,2025,Yes (nShield 5 FIPS 140-3 L3),Critical,Linux Virtual Appliance Cloud,"Finance, Government, Healthcare, Defense",https://www.entrust.com/digital-security/key-management/keycontrol,,Enterprise key management with production PQC key types. Integrated with nShield 5 HSMs for hardware-accelerated quantum-safe key lifecycle.,Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",aerospace-pqc;arch-quantum-impact;database-encryption-pqc;healthcare-pqc;hsm-pqc;kms-pqc;ops-quantum-impact;pqc-business-case,VND-013,entrust,pqc-via-hsm-delegation,https://www.entrust.com/blog/2025/09/how-to-transition-from-pq-preparedness-to-pqc-adoption,2025,"KeyControl integrates nShield HSMs: ML-DSA, ML-KEM, SLH-DSA via FW upgrades.",VALIDATED,PQC support validated with digital proof.
