id,label,description,industries,industries_source_text,countries,requires_pqc,deadline,deadline_kind,deadline_dates,notes,enforcement_body,library_refs,learn_modules,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
NIST-IR-8547,NIST IR 8547,NIST transition to post-quantum cryptography standards guidance,Government & Defense;Finance & Insurance;Information Technology;Healthcare & Life Sciences;Energy & Utilities;Transportation,92;52;54;62;22;51;48,US;CA;AU,guidance,"2030 (deprecate), 2035 (disallow)",phased,2030:deprecate;2035:disallow,"Transition guidance recommending deprecation of 112-bit classical asymmetric algorithms by 2030 and disallowance by 2035. Initial Public Draft (Nov 2024); not yet finalized as of 2026. | requires_pqc yes->guidance 2026-08-09 (R6 body_type rule, extended to technical_standard). A specification specifies; it does not oblige anyone to adopt it. The obligation to deploy PQC comes from CNSA 2.0, the OMB memoranda and the executive orders, which are their own rows. Left as 'yes' this row asserted that a standards document mandates compliance.",NIST,NIST IR 8547;NIST CSWP 39,,United States:NIST,technical_standard,https://csrc.nist.gov/pubs/ir/8547/ipd,compliance/NIST-IR-8547.pdf,nist-csrc,yes,NIST,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;52;54;62;22;51;48,active,,,,2026-07-16
ASD-ISM,ASD ISM,Australian Signals Directorate Information Security Manual,Government & Defense;Finance & Insurance;Information Technology,92;52;54,AU,yes,2030 (ISM-1917 effective — traditional crypto prohibited),fixed,2030,"ISM control ISM-1917 requiring ML-DSA-87, ML-KEM-1024, SHA-384/512, AES-256. Full PQC transition by 2030. | Verified 2026-08-09 by retrieving the instrument itself. Verdict CONFIRMED yes. ISM-1917 (Sep-25): 'The development and procurement of new cryptographic equipment, applications and libraries ensures support for ML-DSA-87, ML-KEM-1024 ... by no later than 2030', and ISM-2073: 'A post-quantum cryptography transition plan is developed, implemented and maintained.' Binding force comes from PSPF Policy 11, not the ISM itself. SCOPE CAVEATS: ISM-1917 covers NEW development and procurement, not a full estate transition as the notes implied, and ISM-2073 carries no date at all. | 2026-08-16: re-fetched the correct 'guidelines-for-cryptography' subpage (URL was already correct in the CSV; the prior cache had drifted to the parent ISM landing page and was missing ISM-1917/ISM-2073).",ASD,AU-ASD-ISM-Crypto-2024,,Australia:ASD,compliance_framework,https://www.cyber.gov.au/business-government/asds-cyber-security-frameworks/ism/cyber-security-guidelines/guidelines-for-cryptography,compliance/ASD-ISM.html,acsc,yes,ASD,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;52;54,active,,,,2026-08-16
CCCS-ITSM,CCCS ITSM.40.001,Canadian Centre for Cyber Security roadmap for PQC migration,Government & Defense;Finance & Insurance;Information Technology;Energy & Utilities,92;52;54;22,CA,expected,2025 (effective June 23 2025),fixed,2025:effective june 23 2025,"Roadmap for migration to PQC for Canadian government systems. CCCS guidance applies to all Canadian organizations including financial sector and critical infrastructure operators. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->expected and URL repointed. The row cited ITSAP.00.017, an awareness fact sheet, not ITSM.40.001. The roadmap says departments 'will be required to develop a tailored departmental PQC migration plan' but defers the binding force: 'TBS will issue the necessary policy instruments to require...'. Scope is Government of Canada departments, not 'all Canadian organizations' as the notes claimed. Milestones: initial plan Apr 2026, high-priority systems end-2031, remainder end-2035.",CCCS,Canada CSE PQC Guidance,,Canada:CCCS,compliance_framework,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,compliance/CCCS-ITSM.html,cccs,yes,CCCS,url_authoritative,85,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92;52;54;22,active,,,NIST;IETF;CCCS-ITSAP40018,2026-08-16
EU-REC-2024-1101,EU Recommendation 2024/1101,European Commission coordinated PQC implementation roadmap,Government & Defense;Information Technology;Finance & Insurance,92;54;52,PQC-REGION-EU,guidance,"2026 (roadmap delivery, two years from publication)",fixed,2030:critical systems,"Coordinated implementation roadmap for PQC transition across EU member states. NIS Cooperation Group Roadmap v1.1 (June 2025) provides harmonized timelines and cross-border coordination. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->guidance on three independent proofs: Art 288 TFEU says 'Recommendations and opinions shall have no binding force'; the instrument's own legal basis is Art 292 (the recommendation-making power, not a legislative basis); and it contemplates future binding acts ('determine whether additional actions, including proposing binding acts of Union law, are required'). Verbs throughout are 'should', 'encourages', 'are invited'. DEADLINE CORRECTED: '2030 (critical systems)' appears nowhere in the Recommendation - its only temporal commitment is that the roadmap 'should be available after a period of two years following publication'. The 2030 figure comes from the NIS CG Roadmap, itself non-binding.",European Commission,EU PQC Recommendation;ENISA PQC Guidelines;EU-NIS-CG-Roadmap-v1.1;EC-Recommendation-2024-1101,,European Union:EC,compliance_framework,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024H1101,compliance/EU-REC-2024-1101.html,ec,yes,European Commission,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;54;52,active,,,ENISA;NIS2,2026-08-16
BSI-TR-02102,BSI TR-02102,"German BSI technical guideline for cryptographic mechanisms, TLS, IPsec, SSH",Government & Defense;Information Technology,92;54,DE,expected,Ongoing (v2026-01 update),ongoing,,"BSI technical guideline series covering PQC recommendations including ML-KEM and ML-DSA. v2026-01 recommends hybrid PQC now; classical-only Diffie-Hellman key agreement recommended only until end of 2031. | requires_pqc yes -> expected 2026-08-09 (R6, strict reading). TR-02102 is a technical guideline; the obligation on German federal use comes from the instruments that reference it, not from the guideline itself.",BSI,BSI TR-02102-1;BSI TR-02102-2;BSI TR-02102-3;BSI TR-02102-4,,Germany:BSI,technical_standard,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/Technische-Richtlinien/TR-nach-Thema-sortiert/tr02102/tr02102_node.html,compliance/BSI-TR-02102.pdf,bsi,yes,BSI,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;54,active,,,,2026-08-16
UK-NCSC,UK NCSC PQC Guidance,UK National Cyber Security Centre quantum-safe cryptography guidance,Government & Defense;Information Technology;Finance & Insurance,92;54;52,GB,guidance,2028 (Phase 1: migration plans due); 2031 (Phase 2: high-priority systems); 2035 (Phase 3: full migration),phased,2028:phase 1: migration plans due;2031:phase 2: high-priority systems;2035:phase 3: full migration,"Three-phase roadmap: Phase 1 (now-2028): identify cryptographic services and have migration plans approved — NOT a migration cutover deadline; Phase 2 (2028-2031) execute high-priority upgrades; Phase 3 (2031-2035) complete full migration to PQC across all systems. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->guidance: the NCSC page carries a 'must' strapline but the body reframes it - 'offer guidance ... set some indicative timelines that UK industry, government and regulators can follow', 'all organisations should work towards these key dates'. NCSC is a technical authority with no enforcement power; 2028/2031/2035 are targets, not statutory duties.",NCSC,UK NCSC PQC Guidance;UK-NCSC-PQC-Whitepaper-2024;UK-NCSC-Migration-Timelines-2025,,United Kingdom:NCSC,compliance_framework,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,compliance/UK-NCSC.html,ncsc-uk,yes,NCSC,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:inventory;cswp39:lifecycle;cswp39:observability,92;54;52,active,,,FIPS-203;FIPS-204;FIPS-205;NIST-SP800-208;ACVP;IETF;RFC 9794,2026-08-16
CRYPTREC,CRYPTREC,Japan Cryptography Research and Evaluation Committees PQC guidelines,Government & Defense;Information Technology,92;54,JP,guidance,Ongoing (GL-2007-2024),ongoing,,"Current PQC guideline: CRYPTREC GL-2007-2024 (FY2024 edition, supersedes GL-2004-2022 from FY2022). PDF: cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf. ML-KEM added to Recommended Ciphers List on 2026-03-30. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->guidance. CRYPTREC GL-2007-2024 (31 Mar 2025) states its audience is cryptography beginners and contains no obligation language. CRYPTREC is an evaluation project convened to inform policy - enforcement_body=CRYPTREC is wrong; the binding body would be the Cybersecurity Strategic HQ, whose standard still points at a recommended-ciphers list containing RSA/ECDSA/DH/ECDH. Confirmed correct: ML-KEM-768/1024 were added to a new PQC list on 2026-03-30.",CRYPTREC,Japan CRYPTREC Report 2024,,Japan:CRYPTREC,compliance_framework,https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,compliance/CRYPTREC.pdf,cryptrec,yes,CRYPTREC,url_authoritative,85,cswp39:governance,92;54,active,,,,2026-08-16
MAS-CIRCULAR,MAS Circular,Monetary Authority of Singapore financial services PQC advisory,Finance & Insurance,52,SG,guidance,Ongoing (February 2024),ongoing,,"MAS Circular No. MAS/TCRS/2024/01 (Feb 2024) — Advisory on Addressing the Cybersecurity Risks Associated with Quantum. Recommends inventory, vendor coordination, considering both PQC and QKD. Called an advisory by MAS; no hard migration dates set. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->guidance. MAS Circular MAS/TCRS/2024/01 (20 Feb 2024) is titled an Advisory, says measures FIs 'should consider', and states it 'should be read as supplementary information to the MAS notices and guidelines'. The row's own notes already said 'Called an advisory by MAS; no hard migration dates set', contradicting requires_pqc=yes in the same row. | 2026-08-16: cached evidence was the MAS landing page (473 chars, links to the PDF) not the circular itself; replaced with the actual 135KB Circular MAS/TCRS/2024/01 PDF fetched from the same current_url.",MAS,Singapore-CSA-Quantum-Safe-Handbook,,Singapore:MAS,compliance_framework,https://www.mas.gov.sg/-/media/mas-media-library/regulation/circulars/trpd/mas-quantum-advisory/mas-quantum-advisory.pdf,compliance/MAS-CIRCULAR.pdf,csa-singapore,yes,MAS,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:inventory;cswp39:observability,52,active,,,,2026-08-16
KPQC-STD,KpqC Standardization,Korea Post-Quantum Cryptography standardization program with national PQC transition roadmap,Government & Defense;Information Technology;Finance & Insurance,92;51;52;54,KR,guidance,No regulatory migration deadline issued,none,,"KpqC is a Korean PQC competition (winners HAETAE / AIMer / SMAUG-T / NTRU+ announced Jan 2025), not a migration mandate. MSIT 2030 target is PQC algorithm self-reliance (development capacity); MSIT 2035 target is broader quantum-industry leadership; neither sets enterprise migration deadlines. | 2026-08-16: cached page was the thin algorithm-listing exhibit page; replaced with KpqC's fuller 'About the research group' page describing the program's purpose, founding, and roadmap.",KISA/NIS/MSIT,FIPS 203;FIPS 204;FIPS 205,,South Korea:NIS/KISA;South Korea:MSIT,standardization_body,https://kpqc.or.kr/contents/01_company/sub01.html,compliance/KPQC-STD.html,kisa,yes,KISA/NIS/MSIT,url_authoritative,85,cswp39:governance;cswp39:lifecycle,92;51;52;54,active,,,,2026-08-16
KCMVP,KCMVP,Korean Cryptographic Module Validation Program for government systems,Government & Defense;Finance & Insurance;Information Technology,92;52;54,KR,no,Ongoing,ongoing,,"Mandatory module validation for Korean government. PQC algorithm integration expected after KpqC standardization completes (~2027-2028). Corrected 2026-08-22: trusted_source_id was ""nist-csrc"" — NIST's Computer Security Resource Center — for the KOREAN Cryptographic Module Validation Program. The row's own timeline_refs already read ""South Korea:NIS/KISA"". Set to kisa, which exists in trusted_sources.",NIS,FIPS 203;FIPS 204;FIPS 205,,South Korea:NIS/KISA,certification_body,https://www.nis.go.kr,,kisa,yes,NIS,url_authoritative,85,cswp39:assurance,92;52;54,active,,,,
NZISM,NZISM,New Zealand Information Security Manual with PQC preparation requirements,Public Administration;Professional & Technical Services,92;54,NZ,guidance,2026-2030 (phased transition),phased,2026:start;2030:phased transition,"NZISM v3.9 (Nov 2025) Section 2.4 on PQC preparation. 19 agencies implementing. Aligned with Five Eyes. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->guidance. NZISM v3.9 s2.4 is SHOULD-only and states 'there are no post-quantum cryptographic systems approved for use in the NZISM'. The manual binds agencies via the PSR, but there is no PQC obligation to be bound by. The row's '2026-2030 phased transition' and '19 agencies implementing' have no basis in s2.4. DISCLOSURE: nzism.gcsb.govt.nz is behind Incapsula and defeated every fetch tier; these quotes are search-indexed text of the primary URL, not a retrieved document.",GCSB/NCSC,FIPS 203;FIPS 204;FIPS 205,,New Zealand:GCSB/NCSC,compliance_framework,https://nzism.gcsb.govt.nz/ism-document/pdf/Section/12224,,ncsc-uk,yes,GCSB/NCSC,url_authoritative,85,cswp39:governance,92;54,deprecated,2026-08-14,"deprecation-sweep (dead): all fetch tiers failed (last: crawl4ai, status=200, reason=)",,
INCD-PQC,INCD PQC Guidance,Israel National Cyber Directorate post-quantum readiness guidance,Government & Defense;Information Technology,92;54,IL,guidance,2025 (government assessments),fixed,2025:government assessments,"PQC readiness guide published Jan 2022. Government ministries must complete quantum threat assessment and require PQC in new contracts by end 2025. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->guidance: the cited document is 'Best Practices - Organizational Cyber Readiness to the Post-Quantum Age' (INCD, January 2022). Its section 6 is 'Recommended Courses of Action' and the full 36-page text contains no 'must', 'required', 'mandatory' or 'obligation'. UNSOURCED CLAIM REMOVED FROM RELIANCE: the notes asserted ministries 'must complete quantum threat assessment ... by end 2025' - the document contains no occurrence of '2025' at all.",INCD,FIPS 203;FIPS 204;FIPS 205,,Israel:INCD;Israel:INCD/BOI,compliance_framework,https://www.gov.il/BlobFolder/generalpage/quantum_computing/he/Best%20Practices%20-%20Organizational%20Cyber%20Readiness%20to%20the%20Post-Quantum%20Age%20v.1.85.pdf,compliance/INCD-PQC.pdf,incd-israel,yes,INCD,url_authoritative,85,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92;54,active,,,NIST;ENISA;UK-NCSC;CSA-QSC;ISO-IEC;GDPR;PCI-DSS,
BOI-PQC,BOI Quantum Risk Directive,Bank of Israel directive requiring financial institutions to manage quantum risk,Finance & Insurance,52,IL,yes,2025 (effective January 7),fixed,2025:effective january 7,"Directive Letter 202501EN requiring quantum risk management including HNDL exposure assessment and PQC transition planning. | Verified 2026-08-09 by retrieving the instrument itself. Verdict CONFIRMED yes. Supervisor of Banks letter, 7 Jan 2025, to banking corporations and licensed payment service providers: 'According to Proper Conduct of Banking Business Directive 364 ... you are required to act, at a minimum, as follows', with the preparedness plan due to the Banking Supervision Department within one year (i.e. Jan 2026). Scope caveat worth keeping: it mandates quantum-risk GOVERNANCE and transition PLANNING, including preparing 'for the transition ... when they become available' - not PQC deployment. | Merged 2026-08-09 with the duplicate row IL-BOI-DIRECTIVE-364-QUANTUM (now deprecated): the letter is issued under Proper Conduct of Banking Business Directive 364 ('Management of IT Risks, Information Security, and Cyber Defense'), addressed to all banking corporations and licensed payment service providers. The 2026-01-07 date is the deadline for submitting the required preparedness plan (one year from the letter), NOT a PQC deployment deadline.",Bank of Israel,FIPS 203;FIPS 204;FIPS 205,,Israel:BOI,compliance_framework,https://boi.org.il/media/sm4f1ssu/202501en.pdf,compliance/BOI-PQC.pdf,boi-israel,yes,Bank of Israel,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:inventory;cswp39:lifecycle,52,active,,,NIST;MAS-CIRCULAR;NIST IR 8105,2026-08-09
