source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,patents_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
arqit-quantum-inc,Arqit Quantum Inc.,Vendor,3_Supporting,,https://arqit.uk,"Arqit Quantum Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ars-technica,Ars Technica,Industry_Analyst,4_Contextual,Global,https://arstechnica.com/,Technology news outlet (Conde Nast) with in-depth cryptography and security reporting,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
arxiv-crypto,arXiv Cryptography,Academic,2_Core,Global,https://arxiv.org/list/cs.CR/recent,Pre-print repository for cutting-edge PQC research papers,Verified,2025-12-15,No,Yes,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
ascertia-ltd,Ascertia Ltd.,Vendor,3_Supporting,,https://www.ascertia.com/,"Ascertia Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ascx9,ASC X9 Financial Standards,Standards_Body,1_Authoritative,Americas,https://x9.org/,Accredited Standards Committee X9 for financial industry cryptographic and PKI standards including PQC readiness,Verified,2026-03-12,No,Yes,No,No,Yes,Yes,No,No,4,2025-08-05,Active,library,Added March 2026; 4 library records added; compliance entry for Finance & Banking,url_authoritative,,,,2026-05-06,active,,
asustek-computer-inc,ASUSTeK Computer Inc.,Vendor,3_Supporting,,https://www.asus.com,"ASUSTeK Computer Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
asustor-inc,ASUSTOR Inc.,Vendor,3_Supporting,,https://www.asustor.com,"ASUSTOR Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
atarc,ATARC Federal Technology,Industry_Workgroup,4_Contextual,Americas,https://www.atarc.org/,Advanced Technology Academic Research Center supporting CISA PQC initiatives,Verified,2025-12-15,No,No,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
atis,Alliance for Telecommunications Industry Solutions (ATIS),Standards_Body,2_Core,North_America,https://www.atis.org/,ANSI-accredited telecom SDO; North American Organizational Partner for 3GPP; publishes PQC/5G transition analyses,Verified,2026-07-30,No,Yes,No,No,No,No,No,No,0,,None,none,Added 2026-07-30: found via complete-library-row on ATIS-Preparing-5G-for-the-Quantum-Era-An-Analysis-of-3GPP-Ar.,url_authoritative,,,,2026-07-30,active,,
att-enterprises,"AT&T Enterprises, LLC",Vendor,3_Supporting,Americas,https://www.business.att.com,"AT&T Business enterprise network services operating entity (successor to AT&T Corp., merged May 1 2024); Quantum Resilient SD-WAN with Cisco PQC",Verified,2026-07-14,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
auc-africa,African Union Commission,Government,1_Authoritative,EMEA,https://au.int/,African Union Commission; continental data-protection and cybersecurity policy (Malabo Convention),Verified,2026-07-12,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
austrac,AUSTRAC (Australian Transaction Reports and Analysis Centre),Government,1_Authoritative,APAC,https://www.austrac.gov.au/,"Australian financial-intelligence and AML/CTF regulator. Cryptographic-control obligations cover record-keeping, customer identification, and transaction protection.",Verified,2026-05-16,No,No,No,No,No,Yes,No,No,0,,None,none,Added 2026-05-16 to resolve compliance.AUSTRAC-AML-CTF trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
ava-labs-avalanche-foundation,Ava Labs / Avalanche Foundation,Vendor,3_Supporting,,https://avax.network,"Ava Labs / Avalanche Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
avax-foundation,Avalanche Foundation / Ava Labs,Vendor,3_Supporting,Global,https://www.avax.network/,Avalanche Foundation / Ava Labs stewarding the Avalanche blockchain,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
awwa,American Water Works Association,Standards_Body,3_Supporting,North_America,https://www.awwa.org/,AWWA cybersecurity guidance for water utilities; critical infrastructure PQC,Verified,2026-03-28,No,No,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
bacen-brazil,Banco Central do Brasil (BACEN),Government,1_Authoritative,Americas,https://www.bcb.gov.br/,Brazilian central bank. Resolution 4.893 sets encryption requirements for financial sector; pairs with ANPD (LGPD) on data-protection cryptographic adequacy.,Verified,2026-05-16,No,No,No,No,No,Yes,No,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
backbone-hq,Backbone HQ,Vendor,3_Supporting,,https://backbone.hq,"Backbone HQ — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
bahrain-ncsc,Bahrain NCSC,Government,3_Supporting,EMEA,https://www.ncea.gov.bh/,Bahrain National Cyber Security Centre; Gulf region PQC readiness,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
banque-de-france,Banque de France,Government,1_Authoritative,EMEA,https://www.banque-france.fr/,French central bank; G7 central-bank quantum-readiness workstream and PQC experiments,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
barracuda-networks,Barracuda Networks,Vendor,3_Supporting,,https://www.barracuda.com,"Barracuda Networks — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
bdf,Banque de France,Government,2_Core,EMEA,https://www.banque-france.fr/,French central bank; Project Leap quantum-safe cross-border payments,Verified,2026-03-28,No,No,No,Yes,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
bea,US Bureau of Economic Analysis,Government,1_Authoritative,US,https://www.bea.gov/,US Department of Commerce statistical agency; GDP-by-industry value added and digital economy satellite accounts — official market-size grounding for the industry-landscape source,Verified,2026-07-29,No,No,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-29,active,,
beijing-jn-tass-technology,"Beijing JN TASS Technology Co., Ltd.",Vendor,3_Supporting,APAC,https://www.tass.com.cn,Chinese cryptography systems vendor (Jiangnan Tian'an); ACVP-validated PQC crypto engine and CloudHSM products,Verified,2026-07-14,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
best-pqc-intelligent-cybersecurity-ltd,Best PQC Intelligent Cybersecurity Ltd.,Vendor,3_Supporting,,https://bestpqc.com,"Best PQC Intelligent Cybersecurity Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 0 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
beyondtrust-corporation,BeyondTrust Corporation,Vendor,3_Supporting,,https://beyondtrust.com,"BeyondTrust Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
bis,Bank for International Settlements,Standards_Body,1_Authoritative,Global,https://www.bis.org/,BIS Project Leap Phase 2 — quantum-safe financial infrastructure,Verified,2026-03-28,Yes,No,No,Yes,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
bitcoin-core,Bitcoin Core,Industry_Workgroup,2_Core,Global,https://bitcoin.org/,Open-source Bitcoin implementation and BIP repository; governs Bitcoin cryptographic standards including HD wallets and Schnorr signatures,Verified,2026-03-28,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
bitgo,BitGo,Vendor,3_Supporting,Americas,https://www.bitgo.com/,Institutional digital-asset custody and wallet infrastructure provider,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
bitgo-inc,BitGo Inc.,Vendor,3_Supporting,,https://bitgo.com,"BitGo Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
bitvise,Bitvise,Vendor,3_Supporting,,https://www.bitvise.com,"Bitvise — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
bitwarden-inc,Bitwarden Inc.,Vendor,3_Supporting,,https://bitwarden.com,"Bitwarden Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
